county,state,county_state,unemp_rate,higherunemp,evict_rate,pred_evrate,pred_error,higherevict
Dutchess County,New York,"Dutchess County, NY",0.0499,0.1499,0.007,0.023224933201500052,0.016224933201500053,0.02831532775226329
Duval County,Florida,"Duval County, FL",0.0582,0.1582,0.0524,0.03187643150620033,-0.020523568493799674,0.03914967084173242
Duval County,Texas,"Duval County, TX",0.0764,0.1764,0.0014,0.010121483669754499,0.008721483669754499,0.013153723018103419
Dyer County,Tennessee,"Dyer County, TN",0.0743,0.1743,0.0195,0.014553525759628797,-0.004946474240371203,0.018471356293406817
Eagle County,Colorado,"Eagle County, CO",0.036500000000000005,0.1365,NA,0.01174481310057913,NA,0.014558274039972237
Early County,Georgia,"Early County, GA",0.0744,0.1744,0,0.011084578902013175,0.011084578902013175,0.014339533304770205
East Baton Rouge Parish,Louisiana,"East Baton Rouge Parish, LA",0.05379999999999999,0.1538,0.066,0.0316856450614302,-0.034314354938569804,0.03887133598685691
East Carroll Parish,Louisiana,"East Carroll Parish, LA",0.1374,0.2374,0,0.019609723611046796,0.019609723611046796,0.024441680057646725
East Feliciana Parish,Louisiana,"East Feliciana Parish, LA",0.0597,0.1597,NA,0.021276922026468813,NA,0.027029080345902953
Eastland County,Texas,"Eastland County, TX",0.050699999999999995,0.1507,NA,0.007323849848127809,NA,0.009772202368626396
Eaton County,Michigan,"Eaton County, MI",0.05000000000000002,0.15000000000000002,0.052,0.025260393842825624,-0.026739606157174373,0.03173408621765707
Eau Claire County,Wisconsin,"Eau Claire County, WI",0.04039999999999999,0.1404,0.0111,0.030232690718476087,0.019132690718476085,0.03737513832042279
Echols County,Georgia,"Echols County, GA",0.0499,0.1499,0.0026,0.026131493506133127,0.02353149350613313,0.032626324331140634
Ector County,Texas,"Ector County, TX",0.04550000000000001,0.14550000000000002,0.0254,0.02064185320866553,-0.004758146791334468,0.026181058399887245
Eddy County,North Dakota,"Eddy County, ND",0.050699999999999995,0.1507,NA,0.014580873392255708,NA,0.018482757887562543
Eddy County,New Mexico,"Eddy County, NM",0.050600000000000006,0.1506,0.0155,0.007105158306887348,-0.00839484169311265,0.00916995941048429
Edgar County,Illinois,"Edgar County, IL",0.06710000000000002,0.16710000000000003,0.0148,0.016326586662302026,0.0015265866623020256,0.020578969989373735
Edgecombe County,North Carolina,"Edgecombe County, NC",0.0988,0.1988,NA,0.029381944514208457,NA,0.03652569226495119
Edgefield County,South Carolina,"Edgefield County, SC",0.0628,0.1628,0.0325,0.02913288372668527,-0.003367116273314732,0.03608400155612828
Edmonson County,Kentucky,"Edmonson County, KY",0.07549999999999998,0.1755,0.0129,0.024309985017645558,0.011409985017645558,0.030745848712158182
Edmunds County,South Dakota,"Edmunds County, SD",0.02579999999999999,0.1258,NA,0.006469844779945154,NA,0.008701670761943732
Edwards County,Illinois,"Edwards County, IL",0.0632,0.1632,5e-4,0.013039339209277257,0.012539339209277257,0.016724768555375684
Edwards County,Kansas,"Edwards County, KS",0.03240000000000001,0.13240000000000002,0.0082,0.008855560137138488,6.555601371384875e-4,0.011621368815353899
Edwards County,Texas,"Edwards County, TX",0.0451,0.1451,0,0.004697524020036215,0.004697524020036215,0.006464495164315583
Effingham County,Georgia,"Effingham County, GA",0.0542,0.1542,0.0337,0.02922693934074982,-0.00447306065925018,0.03621238799732144
Effingham County,Illinois,"Effingham County, IL",0.051100000000000007,0.1511,0.0103,0.011870926632551342,0.0015709266325513414,0.015303665054419918
El Dorado County,California,"El Dorado County, CA",0.06129999999999999,0.1613,0.0157,0.02078059193733343,0.005080591937333432,0.025659254897691917
El Paso County,Colorado,"El Paso County, CO",0.050699999999999995,0.1507,0.0394,0.021621526144997672,-0.017778473855002325,0.026543751411684934
El Paso County,Texas,"El Paso County, TX",0.057999999999999996,0.158,0.0055,0.027625210916520437,0.022125210916520435,0.03420947987357276
Elbert County,Colorado,"Elbert County, CO",0.03609999999999999,0.1361,0.0069,0.012183370121671498,0.005283370121671498,0.015647141926891043
Elbert County,Georgia,"Elbert County, GA",0.0776,0.1776,0.0264,0.019471683515098,-0.006928316484902001,0.024108755720493116
Elk County,Kansas,"Elk County, KS",0.049699999999999994,0.1497,0.0035,0.012035259700444438,0.008535259700444438,0.015488931671145015
Elk County,Pennsylvania,"Elk County, PA",0.054400000000000004,0.1544,0.0139,0.007692549290628326,-0.006207450709371673,0.009903073574319615
Elkhart County,Indiana,"Elkhart County, IN",0.043800000000000006,0.1438,0.0621,0.024546300924104387,-0.03755369907589562,0.030859133293447784
Elko County,Nevada,"Elko County, NV",0.0504,0.1504,0.0153,0.00689302544091964,-0.00840697455908036,0.008930560020743552
Elliott County,Kentucky,"Elliott County, KY",0.1172,0.2172,8e-4,0.01991199114551035,0.019111991145510352,0.024849976448017265
Ellis County,Kansas,"Ellis County, KS",0.028999999999999998,0.129,0.0082,0.01953647921199869,0.011336479211998688,0.02408980743367213
Ellis County,Oklahoma,"Ellis County, OK",0.0343,0.1343,6e-4,0.009922668366295512,0.009322668366295512,0.012895458522821885
Ellis County,Texas,"Ellis County, TX",0.0441,0.1441,0.0197,0.027549273629093263,0.007849273629093264,0.034196858170872944
Ellsworth County,Kansas,"Ellsworth County, KS",0.03359999999999999,0.1336,0.0039,0.009141766943400298,0.005241766943400298,0.01197891459175284
Elmore County,Alabama,"Elmore County, AL",0.050600000000000006,0.1506,0.0183,0.024717051902270776,0.0064170519022707755,0.031017547886647463
Elmore County,Idaho,"Elmore County, ID",0.048600000000000004,0.1486,0.0055,0.009377382430861598,0.0038773824308615985,0.011861410601780833
Emanuel County,Georgia,"Emanuel County, GA",0.0925,0.1925,0.0476,0.01820446598525798,-0.029395534014742025,0.02271609530909258
Emery County,Utah,"Emery County, UT",0.05790000000000001,0.1579,0.0031,0.005873178182992141,0.0027731781829921412,0.007734932944633694
Emmet County,Iowa,"Emmet County, IA",0.038500000000000006,0.1385,0.0091,0.01535488237807075,0.00625488237807075,0.01933296622531111
Emmet County,Michigan,"Emmet County, MI",0.08359999999999998,0.18359999999999999,0.0396,0.01822534057304803,-0.021374659426951974,0.022819149807415513
Emmons County,North Dakota,"Emmons County, ND",0.048500000000000015,0.14850000000000002,NA,0.008093593798558387,NA,0.010750387744402354
Emporia city,Virginia,"Emporia city, VA",0.07370000000000002,0.17370000000000002,0.0714,0.025501056259636574,-0.045898943740363435,0.030791787238120337
Erath County,Texas,"Erath County, TX",0.04200000000000001,0.14200000000000002,0.0083,0.017706950960319164,0.009406950960319163,0.021975672522478014
Erie County,New York,"Erie County, NY",0.05790000000000001,0.1579,NA,0.019774743732333653,NA,0.024465394156515417
Erie County,Ohio,"Erie County, OH",0.0637,0.1637,0.0418,0.0162639271473847,-0.025536072852615298,0.020468447475579875
Erie County,Pennsylvania,"Erie County, PA",0.0627,0.1627,0.0302,0.0192190908104122,-0.0109809091895878,0.02387080297024324
Escambia County,Alabama,"Escambia County, AL",0.0703,0.1703,0.0126,0.018315701820960418,0.005715701820960418,0.022759047668217434
Escambia County,Florida,"Escambia County, FL",0.0567,0.1567,0.0182,0.03091641730136841,0.01271641730136841,0.03809071573220607
Esmeralda County,Nevada,"Esmeralda County, NV",0.044899999999999995,0.1449,0,0.00606934417508914,0.00606934417508914,0.007942132807690435
Essex County,Massachusetts,"Essex County, MA",0.05149999999999999,0.1515,0.0195,0.021571264572122353,0.0020712645721223527,0.026467586645083
Essex County,New Jersey,"Essex County, NJ",0.0728,0.1728,8e-4,0.02405478821770299,0.023254788217702993,0.029242381963993317
Essex County,New York,"Essex County, NY",0.06420000000000001,0.1642,NA,0.01034156104714284,NA,0.013022266056079977
Essex County,Virginia,"Essex County, VA",0.05629999999999999,0.1563,0.0378,0.0183080942873022,-0.0194919057126978,0.022685442688434667
Essex County,Vermont,"Essex County, VT",0.055900000000000005,0.1559,0.0066,0.009884769120933197,0.0032847691209331974,0.012477409883934367
Estill County,Kentucky,"Estill County, KY",0.0711,0.1711,0.0059,0.0172248996438873,0.0113248996438873,0.021584731684066858
Etowah County,Alabama,"Etowah County, AL",0.06260000000000002,0.16260000000000002,0.04,0.024110905068839433,-0.015889094931160568,0.03039574904900438
Eureka County,Nevada,"Eureka County, NV",0.051100000000000007,0.1511,0,0.004949120088527501,0.004949120088527501,0.006596587194711158
Evangeline Parish,Louisiana,"Evangeline Parish, LA",0.0688,0.1688,NA,0.019424269472821117,NA,0.024029547558651197
Evans County,Georgia,"Evans County, GA",0.0577,0.1577,0.0377,0.014516133119952443,-0.023183866880047553,0.018333853800351987
Fairbanks North Star Borough,Alaska,"Fairbanks North Star Borough, AK",0.05810000000000001,0.15810000000000002,NA,0.020548067542462602,NA,0.025361318502549465
Fairfax city,Virginia,"Fairfax city, VA",0.035500000000000004,0.1355,NA,0.0272118961795421,NA,0.033746907095052965
Fairfax County,Virginia,"Fairfax County, VA",0.037000000000000005,0.137,0.0156,0.025651698553153825,0.010051698553153826,0.031957785647415
Fairfield County,Connecticut,"Fairfield County, CT",0.056400000000000006,0.1564,0.0249,0.02311102799318499,-0.0017889720068150101,0.028196443017034147
Fairfield County,Ohio,"Fairfield County, OH",0.049699999999999994,0.1497,0.0286,0.030069414880021572,0.0014694148800215717,0.037247561025828775
Fairfield County,South Carolina,"Fairfield County, SC",0.08430000000000001,0.18430000000000002,0.0648,0.03532188661532667,-0.029478113384673328,0.04312302717080521
Fall River County,South Dakota,"Fall River County, SD",0.044899999999999995,0.1449,NA,0.01143640421604748,NA,0.014756723554227181
Fallon County,Montana,"Fallon County, MT",0.024599999999999997,0.1246,0.005,0.0039969700568427535,-0.0010030299431572466,0.005384979366522217
Falls Church city,Virginia,"Falls Church city, VA",0.031799999999999995,0.1318,NA,0.028077317385572596,NA,0.03475325427454925
Falls County,Texas,"Falls County, TX",0.0509,0.1509,0.0083,0.02037525237851702,0.01207525237851702,0.02593085749654625
Fannin County,Georgia,"Fannin County, GA",0.06510000000000002,0.16510000000000002,0.0138,0.014507471329751291,7.074713297512917e-4,0.018411252429865927
Fannin County,Texas,"Fannin County, TX",0.04680000000000001,0.1468,NA,0.013227808657219146,NA,0.01683143799216886
Faribault County,Minnesota,"Faribault County, MN",0.047000000000000014,0.14700000000000002,0.0078,0.013491616875420302,0.005691616875420302,0.017198416724717697
Faulk County,South Dakota,"Faulk County, SD",0.0295,0.1295,NA,0.006981110096554465,NA,0.009338827449722921
Faulkner County,Arkansas,"Faulkner County, AR",0.0474,0.1474,NA,0.03053500248272934,NA,0.03764875921714478
Fauquier County,Virginia,"Fauquier County, VA",0.04050000000000001,0.1405,0.0189,0.02210032183375432,0.0032003218337543216,0.027957343878228826
Fayette County,Alabama,"Fayette County, AL",0.069,0.169,0.0076,0.01730277219620841,0.009702772196208412,0.021641580380675984
Fayette County,Georgia,"Fayette County, GA",0.0532,0.1532,0.0403,0.0245429287764223,-0.015757071223577702,0.03080821875767542
Fayette County,Iowa,"Fayette County, IA",0.045899999999999996,0.1459,0.0119,0.017405020001360665,0.005505020001360664,0.021737303156084967
Fayette County,Illinois,"Fayette County, IL",0.0711,0.1711,0.0142,0.014231007349714166,3.1007349714165175e-5,0.018142322141529513
Fayette County,Indiana,"Fayette County, IN",0.07099999999999998,0.17099999999999999,0.0159,0.023974493660836323,0.008074493660836322,0.029297512082343304
Fayette County,Kentucky,"Fayette County, KY",0.04319999999999999,0.1432,0.0391,0.028991547735407974,-0.01010845226459203,0.035847114606972576
Fayette County,Ohio,"Fayette County, OH",0.0547,0.1547,0.0224,0.016955540362072502,-0.005444459637927498,0.021252460950130832
Fayette County,Pennsylvania,"Fayette County, PA",0.07999999999999999,0.18,0.0248,0.01660801968393185,-0.008191980316068149,0.020954578112635076
Fayette County,Tennessee,"Fayette County, TN",0.062,0.162,0.0098,0.025329058021457414,0.015529058021457414,0.031770856660163806
Fayette County,Texas,"Fayette County, TX",0.036000000000000004,0.136,NA,0.009436563448977588,NA,0.012298703809000886
Fayette County,West Virginia,"Fayette County, WV",0.0799,0.1799,0.0301,0.026969646449892328,-0.00313035355010767,0.03382783091528031
Fentress County,Tennessee,"Fentress County, TN",0.0728,0.1728,0.0093,0.013605442278129272,0.004305442278129273,0.017383855040487898
Fergus County,Montana,"Fergus County, MT",0.04250000000000001,0.14250000000000002,0.0069,0.006515156242952098,-3.8484375704790196e-4,0.00848500887252455
Ferry County,Washington,"Ferry County, WA",0.11350000000000002,0.21350000000000002,8e-4,0.009352937707100753,0.008552937707100753,0.011979488410985235
Fillmore County,Minnesota,"Fillmore County, MN",0.04189999999999999,0.1419,0.0053,0.021899539341792302,0.016599539341792303,0.027830738085416227
Fillmore County,Nebraska,"Fillmore County, NE",0.02729999999999999,0.1273,0.0086,0.008020968350581916,-5.790316494180842e-4,0.010611703095281125
Finney County,Kansas,"Finney County, KS",0.03420000000000001,0.1342,0.0165,0.009995131302940153,-0.006504868697059848,0.012959323477152543
Fisher County,Texas,"Fisher County, TX",0.043300000000000005,0.1433,0.0011,0.008294881932486672,0.007194881932486671,0.010929378021832834
Flagler County,Florida,"Flagler County, FL",0.06439999999999999,0.1644,NA,0.03270041152887725,NA,0.04018700477364748
Flathead County,Montana,"Flathead County, MT",0.061,0.161,0.0107,0.010654575386350838,-4.5424613649161505e-5,0.013394648551224691
Fleming County,Kentucky,"Fleming County, KY",0.0723,0.1723,0.0036,0.013541530398729715,0.009941530398729716,0.017305606021534744
Florence County,South Carolina,"Florence County, SC",0.0637,0.1637,0.0587,0.02461448475621743,-0.034085515243782574,0.030913066417005957
Florence County,Wisconsin,"Florence County, WI",0.06589999999999999,0.1659,0.0038,0.010462589793754685,0.006662589793754685,0.013667065614018504
Floyd County,Georgia,"Floyd County, GA",0.07049999999999998,0.17049999999999998,0.0585,0.028819162208089444,-0.02968083779191056,0.0358203321417169
Floyd County,Iowa,"Floyd County, IA",0.04119999999999999,0.1412,0.0109,0.017911033552663262,0.007011033552663262,0.022300991638185434
Floyd County,Indiana,"Floyd County, IN",0.04619999999999999,0.1462,0.0346,0.027284650667027746,-0.007315349332972253,0.03405264174493753
Floyd County,Kentucky,"Floyd County, KY",0.1063,0.2063,0.0132,0.017105671949231994,0.0039056719492319945,0.021581815217661105
Floyd County,Texas,"Floyd County, TX",0.06470000000000001,0.1647,0,0.009775070389082237,0.009775070389082237,0.012742492502559419
Floyd County,Virginia,"Floyd County, VA",0.04369999999999999,0.1437,0.0095,0.016612399459801613,0.007112399459801614,0.02154579002990102
Fluvanna County,Virginia,"Fluvanna County, VA",0.038699999999999984,0.1387,0.0198,0.0176099064613818,-0.0021900935386182027,0.022676252649640894
Foard County,Texas,"Foard County, TX",0.04150000000000001,0.14150000000000001,0.0023,0.0056084014955368406,0.0033084014955368406,0.0076284820987291046
Fond du Lac County,Wisconsin,"Fond du Lac County, WI",0.04300000000000001,0.14300000000000002,0.0203,0.024487350795386588,0.004187350795386589,0.030823608890874144
Ford County,Illinois,"Ford County, IL",0.0577,0.1577,0.0041,0.022655572262586066,0.018555572262586067,0.02878841949299806
Ford County,Kansas,"Ford County, KS",0.0345,0.1345,0.0074,0.012334393419999654,0.004934393419999654,0.01572912369007304
Forest County,Pennsylvania,"Forest County, PA",0.0807,0.1807,0.0105,0.005659720739239129,-0.0048402792607608715,0.007484057819638145
Forest County,Wisconsin,"Forest County, WI",0.07680000000000001,0.1768,0.0057,0.010912286716235196,0.005212286716235196,0.014217055580220784
Forrest County,Mississippi,"Forrest County, MS",0.06520000000000001,0.1652,0.0455,0.03502751838311197,-0.010472481616888026,0.04272495747069695
Forsyth County,Georgia,"Forsyth County, GA",0.0466,0.1466,0.0142,0.025619569720828052,0.011419569720828051,0.032043012959760774
Forsyth County,North Carolina,"Forsyth County, NC",0.05629999999999999,0.1563,0.0633,0.030951434105033857,-0.03234856589496614,0.03810393010258364
Fort Bend County,Texas,"Fort Bend County, TX",0.04769999999999999,0.1477,0.0317,0.024481762336857005,-0.007218237663142994,0.030626577101085642
Foster County,North Dakota,"Foster County, ND",0.0295,0.1295,NA,0.007000924809213255,NA,0.009365996083229194
Fountain County,Indiana,"Fountain County, IN",0.0655,0.1655,0.0018,0.01388491347476629,0.01208491347476629,0.017725024224354204
Franklin city,Virginia,"Franklin city, VA",0.07070000000000001,0.17070000000000002,0.0662,0.022244484436252192,-0.0439555155637478,0.027147272810453822
Franklin County,Alabama,"Franklin County, AL",0.0645,0.1645,0.0108,0.013355780771076593,0.002555780771076592,0.017035061566504348
Franklin County,Arkansas,"Franklin County, AR",0.050100000000000006,0.1501,NA,0.017466760479309697,NA,0.021774085395689584
Franklin County,Florida,"Franklin County, FL",0.04780000000000001,0.14780000000000001,0.0013,0.01324189998732853,0.01194189998732853,0.016849734171068827
Franklin County,Georgia,"Franklin County, GA",0.06770000000000001,0.16770000000000002,0.0338,0.01468296843533381,-0.01911703156466619,0.01860452225627558
Franklin County,Iowa,"Franklin County, IA",0.036000000000000004,0.136,0.0063,0.009673887564884536,0.0033738875648845357,0.012626238937026704
Franklin County,Idaho,"Franklin County, ID",0.031799999999999995,0.1318,0.0045,0.011355246437157818,0.006855246437157818,0.014655361583936719
Franklin County,Illinois,"Franklin County, IL",0.08759999999999998,0.1876,0.0136,0.018951515000780888,0.005351515000780889,0.02367933263302145
Franklin County,Indiana,"Franklin County, IN",0.05610000000000001,0.15610000000000002,0,0.012805841895871976,0.012805841895871976,0.016427215872568224
Franklin County,Kansas,"Franklin County, KS",0.047500000000000014,0.14750000000000002,0.0136,0.015317514740450594,0.0017175147404505948,0.019327043686928773
Franklin County,Kentucky,"Franklin County, KY",0.04869999999999999,0.1487,0.0439,0.014484894030494848,-0.029415105969505154,0.018306719215625353
Franklin County,Massachusetts,"Franklin County, MA",0.045399999999999996,0.1454,0.0116,0.01200928756183387,4.092875618338706e-4,0.014893936879138705
Franklin County,Maine,"Franklin County, ME",0.055499999999999994,0.1555,0.0182,0.009214700696916961,-0.00898529930308304,0.011693111640147576
Franklin County,Missouri,"Franklin County, MO",0.053299999999999986,0.1533,0.0434,0.02527863573381926,-0.01812136426618074,0.031808152953413264
Franklin County,Mississippi,"Franklin County, MS",0.07830000000000001,0.17830000000000001,0.0059,0.010277129201965959,0.004377129201965959,0.013406954038542368
Franklin County,North Carolina,"Franklin County, NC",0.06079999999999999,0.1608,0.036,0.028585288861288582,-0.007414711138711415,0.0354710687975301
Franklin County,Nebraska,"Franklin County, NE",0.030200000000000005,0.1302,0.0033,0.01100464063186723,0.00770464063186723,0.014215271868686928
Franklin County,New York,"Franklin County, NY",0.069,0.169,NA,0.010563581327907572,NA,0.013277836816833793
Franklin County,Ohio,"Franklin County, OH",0.04719999999999999,0.1472,0.0435,0.02773032315804996,-0.015769676841950037,0.034496315985309556
Franklin County,Pennsylvania,"Franklin County, PA",0.05310000000000001,0.15310000000000001,0.0161,0.015303516861454685,-7.964831385453147e-4,0.019337590803153285
Franklin County,Tennessee,"Franklin County, TN",0.054400000000000004,0.1544,0.0052,0.012011841111385143,0.006811841111385143,0.015435127955206547
Franklin County,Texas,"Franklin County, TX",0.052199999999999996,0.1522,0.011,0.011848276722106971,8.482767221069717e-4,0.015224495590118275
Franklin County,Virginia,"Franklin County, VA",0.0484,0.1484,0.0315,0.0224501768940183,-0.009049823105981701,0.028416636852330705
Franklin County,Vermont,"Franklin County, VT",0.035500000000000004,0.1355,0.001,0.015750205254199283,0.014750205254199282,0.01980486421616414
Franklin County,Washington,"Franklin County, WA",0.0786,0.1786,0.0112,0.017614709630841337,0.006414709630841337,0.022040089326437747
Franklin Parish,Louisiana,"Franklin Parish, LA",0.09159999999999999,0.1916,NA,0.01890676729347812,NA,0.02352774661054878
Frederick County,Maryland,"Frederick County, MD",0.04580000000000001,0.1458,NA,0.0307375520885205,NA,0.037857731070655216
Frederick County,Virginia,"Frederick County, VA",0.0413,0.1413,0.0252,0.022574914976385578,-0.002625085023614422,0.02852226500852144
Fredericksburg city,Virginia,"Fredericksburg city, VA",0.05429999999999999,0.1543,0.0384,0.032709293640146776,-0.00569070635985322,0.04006237599172046
Freeborn County,Minnesota,"Freeborn County, MN",0.04100000000000001,0.14100000000000001,0.0144,0.014301502499211008,-9.849750078899135e-5,0.018117949458452572
Freestone County,Texas,"Freestone County, TX",0.061799999999999994,0.1618,0.0044,0.011960936112849239,0.0075609361128492385,0.015370335321871232
Fremont County,Colorado,"Fremont County, CO",0.0691,0.1691,0.0185,0.011753762910296036,-0.006746237089703963,0.014662377252431729
Fremont County,Iowa,"Fremont County, IA",0.0348,0.1348,0.0047,0.012300313565195453,0.007600313565195453,0.01576241348052594
Fremont County,Idaho,"Fremont County, ID",0.037500000000000006,0.1375,0.0029,0.007529238459561732,0.004629238459561732,0.00967830049126821
Fremont County,Wyoming,"Fremont County, WY",0.05790000000000001,0.1579,0.0049,0.006556879945867487,0.0016568799458674868,0.008542989289599493
Fresno County,California,"Fresno County, CA",0.10600000000000001,0.20600000000000002,0.0219,0.02727656410158328,0.00537656410158328,0.03301457130614683
Frio County,Texas,"Frio County, TX",0.04150000000000001,0.14150000000000001,2e-4,0.008308135534369734,0.008108135534369733,0.010895583231091074
Frontier County,Nebraska,"Frontier County, NE",0.02779999999999999,0.1278,0.0029,0.00884157607834382,0.00594157607834382,0.011610240363424633
Fulton County,Arkansas,"Fulton County, AR",0.05299999999999999,0.153,NA,0.018093903923873306,NA,0.02250930688590907
Fulton County,Georgia,"Fulton County, GA",0.062200000000000005,0.1622,0.0375,0.030545012577997892,-0.006954987422002106,0.037622322072333673
Fulton County,Illinois,"Fulton County, IL",0.0819,0.1819,0.0153,0.014634555720354171,-6.654442796458285e-4,0.01865230043883558
Fulton County,Indiana,"Fulton County, IN",0.05510000000000001,0.15510000000000002,0.0297,0.01329040017142461,-0.016409599828575393,0.016987177196149925
Fulton County,Kentucky,"Fulton County, KY",0.08280000000000001,0.18280000000000002,0.0139,0.01695363908864343,0.0030536390886434298,0.02126634790610728
Fulton County,New York,"Fulton County, NY",0.07039999999999999,0.1704,0.0104,0.013004500885119705,0.002604500885119706,0.016096223456543754
Fulton County,Ohio,"Fulton County, OH",0.0567,0.1567,0.0274,0.02637066985396673,-0.0010293301460332707,0.03306922106567286
Fulton County,Pennsylvania,"Fulton County, PA",0.0678,0.1678,0.0061,0.008815965002502925,0.002715965002502925,0.011255109288757115
Furnas County,Nebraska,"Furnas County, NE",0.028499999999999998,0.1285,0.002,0.01076352892547462,0.00876352892547462,0.01392160135738233
Gadsden County,Florida,"Gadsden County, FL",0.07289999999999999,0.1729,0.0087,0.023052382538622025,0.014352382538622026,0.029109255347521547
Gage County,Nebraska,"Gage County, NE",0.038199999999999984,0.1382,0.0128,0.0108882821843699,-0.0019117178156301002,0.014096548881950461
Gaines County,Texas,"Gaines County, TX",0.03470000000000001,0.13470000000000001,NA,0.006473843765921795,NA,0.008675392310737674
Galax city,Virginia,"Galax city, VA",0.06129999999999999,0.1613,0.0176,0.017306357207326525,-2.936427926734757e-4,0.02160030434023051
Gallatin County,Illinois,"Gallatin County, IL",0.0731,0.1731,0.0033,0.011985843445777886,0.008685843445777885,0.015506074275027022
Gallatin County,Kentucky,"Gallatin County, KY",0.061799999999999994,0.1618,0.0189,0.016605015815812224,-0.002294984184187776,0.021609389309355062
Gallatin County,Montana,"Gallatin County, MT",0.032,0.132,0.0036,0.01258251785869268,0.008982517858692682,0.015529236479212128
Gallia County,Ohio,"Gallia County, OH",0.07499999999999998,0.175,0.0293,0.015169170805059449,-0.01413082919494055,0.019254906853937062
Galveston County,Texas,"Galveston County, TX",0.055999999999999994,0.156,0.0347,0.029175913535216286,-0.005524086464783716,0.03609520255372291
Garden County,Nebraska,"Garden County, NE",0.028299999999999992,0.1283,0.0014,0.007277502054915357,0.005877502054915357,0.009703751106734038
Garfield County,Colorado,"Garfield County, CO",0.046500000000000014,0.14650000000000002,0.0177,0.009134581651449258,-0.008565418348550742,0.011569035051579734
Garfield County,Montana,"Garfield County, MT",0.028499999999999998,0.1285,0,0.004563774247236349,0.004563774247236349,0.006092420726774035
Garfield County,Nebraska,"Garfield County, NE",0.026499999999999996,0.1265,0.0013,0.008940509747709557,0.007640509747709557,0.011730120150733703
Garfield County,Oklahoma,"Garfield County, OK",0.039599999999999996,0.1396,0.0316,0.012325987183456873,-0.019274012816543132,0.01574788803006571
Garfield County,Utah,"Garfield County, UT",0.08549999999999999,0.1855,0.0014,0.007180549022714103,0.005780549022714103,0.009358379244238412
Garfield County,Washington,"Garfield County, WA",0.0633,0.1633,0.0024,0.01232274958435896,0.00992274958435896,0.015319597879862284
Garland County,Arkansas,"Garland County, AR",0.055499999999999994,0.1555,NA,0.03514408182127377,NA,0.04289914212310739
Garrard County,Kentucky,"Garrard County, KY",0.05940000000000001,0.15940000000000001,0.0225,0.018461094544693482,-0.004038905455306517,0.022949983578136587
Garrett County,Maryland,"Garrett County, MD",0.065,0.165,0.0019,0.01308973855324723,0.011189738553247229,0.016750943067954875
Garvin County,Oklahoma,"Garvin County, OK",0.0464,0.1464,NA,0.009910390839761725,NA,0.012898773198209614
Garza County,Texas,"Garza County, TX",0.038099999999999995,0.1381,0,0.007840162181738441,0.007840162181738441,0.01034213454537415
Gasconade County,Missouri,"Gasconade County, MO",0.0479,0.1479,0.009,0.0143088669622632,0.0053088669622632,0.01816390700378804
Gaston County,North Carolina,"Gaston County, NC",0.063,0.163,0.0558,0.029485320616688848,-0.026314679383311154,0.036542120967854516
Gates County,North Carolina,"Gates County, NC",0.0557,0.1557,0.0236,0.024756140635360517,0.0011561406353605176,0.031060010857705773
Geary County,Kansas,"Geary County, KS",0.06589999999999999,0.1659,0.0107,0.020020511250751397,0.009320511250751397,0.024723979386777766
Geauga County,Ohio,"Geauga County, OH",0.047500000000000014,0.14750000000000002,0.0168,0.022626890146062267,0.005826890146062268,0.028703503294890114
Gem County,Idaho,"Gem County, ID",0.05499999999999999,0.155,0.0099,0.015586513185663836,0.005686513185663836,0.01969570594217579
Genesee County,Michigan,"Genesee County, MI",0.0701,0.1701,0.0913,0.0369450657250018,-0.054354934274998205,0.045062155098448846
Genesee County,New York,"Genesee County, NY",0.0534,0.1534,0.0059,0.010196722226699366,0.004296722226699366,0.012827498812153105
Geneva County,Alabama,"Geneva County, AL",0.05940000000000001,0.15940000000000001,0.0114,0.017812072982234618,0.006412072982234618,0.0230206054733303
Gentry County,Missouri,"Gentry County, MO",0.043300000000000005,0.1433,0.0014,0.008630326500733348,0.007230326500733348,0.011393295682588142
George County,Mississippi,"George County, MS",0.07920000000000002,0.17920000000000003,0,0.00981046208140246,0.00981046208140246,0.012877258015111578
Georgetown County,South Carolina,"Georgetown County, SC",0.0791,0.1791,0.0557,0.018278507234023498,-0.037421492765976505,0.02275354907984176
Gibson County,Indiana,"Gibson County, IN",0.0413,0.1413,7e-4,0.013272098677539533,0.012572098677539533,0.01692438747725191
Gibson County,Tennessee,"Gibson County, TN",0.0759,0.1759,0.0164,0.017322440681076298,9.224406810762961e-4,0.021674356048035665
Gila County,Arizona,"Gila County, AZ",0.07799999999999999,0.178,NA,0.009947685573631765,NA,0.012580218813535125
Gilchrist County,Florida,"Gilchrist County, FL",0.05929999999999999,0.1593,0.0041,0.0223522263406658,0.0182522263406658,0.028361523431988597
Giles County,Tennessee,"Giles County, TN",0.0529,0.1529,NA,0.013391126662339829,NA,0.017048954001073816
Giles County,Virginia,"Giles County, VA",0.056999999999999995,0.157,0.025,0.01977348516088686,-0.005226514839113142,0.025350735719550307
Gillespie County,Texas,"Gillespie County, TX",0.032299999999999995,0.1323,0.0136,0.017484920822385234,0.0038849208223852346,0.02170240486039259
Gilliam County,Oregon,"Gilliam County, OR",0.068,0.168,0,0.005394305218719796,0.005394305218719796,0.007165507337487039
