source,sumlevel,geoid,name,st,T8_est1,T8_est2,T8_est3,T8_est4,T8_est5,T8_est6,T8_est7,T8_est8,T8_est9,T8_est10,T8_est11,T8_est12,T8_est13,T8_est14,T8_est15,T8_est16,T8_est17,T8_est18,T8_est19,T8_est20,T8_est21,T8_est22,T8_est23,T8_est24,T8_est25,T8_est26,T8_est27,T8_est28,T8_est29,T8_est30,T8_est31,T8_est32,T8_est33,T8_est34,T8_est35,T8_est36,T8_est37,T8_est38,T8_est39,T8_est40,T8_est41,T8_est42,T8_est43,T8_est44,T8_est45,T8_est46,T8_est47,T8_est48,T8_est49,T8_est50,T8_est51,T8_est52,T8_est53,T8_est54,T8_est55,T8_est56,T8_est57,T8_est58,T8_est59,T8_est60,T8_est61,T8_est62,T8_est63,T8_est64,T8_est65,T8_est66,T8_est67,T8_est68,T8_est69,T8_est70,T8_est71,T8_est72,T8_est73,T8_est74,T8_est75,T8_est76,T8_est77,T8_est78,T8_est79,T8_est80,T8_est81,T8_est82,T8_est83,T8_est84,T8_est85,T8_est86,T8_est87,T8_est88,T8_est89,T8_est90,T8_est91,T8_est92,T8_est93,T8_est94,T8_est95,T8_est96,T8_est97,T8_est98,T8_est99,T8_est100,T8_est101,T8_est102,T8_est103,T8_est104,T8_est105,T8_est106,T8_est107,T8_est108,T8_est109,T8_est110,T8_est111,T8_est112,T8_est113,T8_est114,T8_est115,T8_est116,T8_est117,T8_est118,T8_est119,T8_est120,T8_est121,T8_est122,T8_est123,T8_est124,T8_est125,T8_est126,T8_est127,T8_est128,T8_est129,T8_est130,T8_est131,T8_est132,T8_est133,T8_moe1,T8_moe2,T8_moe3,T8_moe4,T8_moe5,T8_moe6,T8_moe7,T8_moe8,T8_moe9,T8_moe10,T8_moe11,T8_moe12,T8_moe13,T8_moe14,T8_moe15,T8_moe16,T8_moe17,T8_moe18,T8_moe19,T8_moe20,T8_moe21,T8_moe22,T8_moe23,T8_moe24,T8_moe25,T8_moe26,T8_moe27,T8_moe28,T8_moe29,T8_moe30,T8_moe31,T8_moe32,T8_moe33,T8_moe34,T8_moe35,T8_moe36,T8_moe37,T8_moe38,T8_moe39,T8_moe40,T8_moe41,T8_moe42,T8_moe43,T8_moe44,T8_moe45,T8_moe46,T8_moe47,T8_moe48,T8_moe49,T8_moe50,T8_moe51,T8_moe52,T8_moe53,T8_moe54,T8_moe55,T8_moe56,T8_moe57,T8_moe58,T8_moe59,T8_moe60,T8_moe61,T8_moe62,T8_moe63,T8_moe64,T8_moe65,T8_moe66,T8_moe67,T8_moe68,T8_moe69,T8_moe70,T8_moe71,T8_moe72,T8_moe73,T8_moe74,T8_moe75,T8_moe76,T8_moe77,T8_moe78,T8_moe79,T8_moe80,T8_moe81,T8_moe82,T8_moe83,T8_moe84,T8_moe85,T8_moe86,T8_moe87,T8_moe88,T8_moe89,T8_moe90,T8_moe91,T8_moe92,T8_moe93,T8_moe94,T8_moe95,T8_moe96,T8_moe97,T8_moe98,T8_moe99,T8_moe100,T8_moe101,T8_moe102,T8_moe103,T8_moe104,T8_moe105,T8_moe106,T8_moe107,T8_moe108,T8_moe109,T8_moe110,T8_moe111,T8_moe112,T8_moe113,T8_moe114,T8_moe115,T8_moe116,T8_moe117,T8_moe118,T8_moe119,T8_moe120,T8_moe121,T8_moe122,T8_moe123,T8_moe124,T8_moe125,T8_moe126,T8_moe127,T8_moe128,T8_moe129,T8_moe130,T8_moe131,T8_moe132,T8_moe133
2013thru2017,040,04000US32,Nevada,32,1052250,582615,34475,4985,75,4910,4640,20,4620,19565,265,19300,5285,65,5225,45200,17940,270,17670,10750,90,10660,16510,40,16465,0,0,0,82225,45375,220,45160,25080,100,24980,11770,50,11715,0,0,0,59600,40585,195,40390,15705,95,15610,3310,10,3300,0,0,0,361115,329625,1135,328490,27520,110,27410,3970,20,3950,0,0,0,469635,82055,6190,300,5890,5820,115,5705,58415,1005,57410,11625,260,11370,73540,9650,235,9410,33645,480,33165,30245,530,29715,0,0,0,99660,41630,745,40880,48395,215,48180,9635,405,9230,0,0,0,53010,39185,300,38885,13105,205,12895,720,120,600,0,0,0,161375,153060,1250,151810,7725,125,7595,590,190,400,0,0,0,3831,4925,1146,452,46,442,476,29,474,776,126,783,466,37,462,1391,932,125,924,646,63,648,779,34,784,29,29,29,1889,1409,87,1414,1047,55,1059,725,32,732,29,29,29,1466,1056,103,1071,860,91,855,428,15,427,29,29,29,3801,3747,216,3738,1033,63,1025,377,35,376,29,29,29,3037,1827,531,193,526,587,59,580,1693,217,1742,725,128,725,1738,658,103,674,1307,158,1310,1102,166,1092,29,29,29,2083,1428,227,1430,1735,99,1706,726,143,712,29,29,29,1462,1190,133,1217,763,123,745,183,74,166,29,29,29,2463,2443,275,2431,659,64,653,189,119,136,29,29,29
2013thru2017,040,04000US33,New Hampshire,33,526710,372305,21580,1740,55,1680,3540,85,3455,14575,130,14445,1730,15,1715,30815,9495,115,9380,11160,50,11105,10160,120,10040,0,0,0,53135,28230,310,27920,18195,125,18070,6715,20,6690,0,0,0,41360,28895,130,28765,10865,70,10795,1600,0,1600,0,0,0,225410,208625,715,207910,15390,55,15335,1400,0,1400,0,0,0,154405,35585,6460,185,6275,4725,170,4555,22470,760,21710,1935,115,1820,29445,7040,250,6785,14850,215,14635,7560,295,7260,0,0,0,33135,20135,285,19850,11670,250,11420,1330,35,1295,0,0,0,17485,15395,155,15240,1950,15,1935,140,0,140,0,0,0,38755,37760,370,37395,870,15,855,125,20,105,0,0,0,2332,2501,945,267,52,261,423,70,414,744,70,748,306,10,307,1259,575,71,559,727,41,728,603,110,610,27,27,27,1415,1110,130,1111,878,87,860,539,26,544,27,27,27,1263,1034,57,1037,699,58,693,270,27,270,27,27,27,2494,2573,177,2556,792,64,785,254,27,254,27,27,27,2224,1264,490,85,491,531,86,526,900,202,871,306,54,298,1164,517,108,519,777,126,774,637,145,666,27,27,27,1282,922,146,919,860,164,883,277,38,280,27,27,27,790,756,93,742,312,23,314,102,27,102,27,27,27,1426,1438,170,1429,233,26,232,71,31,64,27,27,27
2013thru2017,040,04000US34,New Jersey,34,3199110,2052075,146495,6955,110,6845,15805,110,15695,111505,795,110710,12230,145,12080,171860,33345,215,33125,56925,220,56705,81590,530,81065,0,0,0,227260,90670,630,90045,80980,280,80700,55610,400,55210,0,0,0,183315,100150,420,99735,62610,180,62430,20555,70,20480,0,0,0,1323140,1144780,2515,1142265,156100,380,155720,22255,80,22175,0,0,0,1147040,317635,47165,1035,46130,36535,620,35915,208795,6120,202675,25140,795,24345,203235,36710,940,35775,96985,1430,95560,69535,1755,67780,0,0,0,186610,91315,1560,89755,82855,1315,81540,12440,275,12165,0,0,0,112480,88715,1080,87635,21635,190,21445,2130,170,1960,0,0,0,327075,308290,2905,305385,17660,250,17410,1125,45,1080,0,0,0,7597,10463,2491,566,58,560,782,75,783,2136,214,2138,710,75,711,2560,1219,150,1228,1265,103,1262,1851,168,1863,28,28,28,2582,1783,162,1783,1656,128,1633,1583,172,1609,28,28,28,2686,1872,144,1869,1535,89,1532,966,46,961,28,28,28,10049,9496,353,9451,2512,116,2508,967,64,957,28,28,28,5894,3834,1622,212,1599,1211,151,1187,3440,551,3364,1235,240,1212,3289,1232,225,1205,2218,270,2169,2383,267,2362,28,28,28,3092,2060,227,2075,2283,258,2270,819,120,816,28,28,28,2575,2084,225,2073,1197,84,1202,322,117,313,28,28,28,4068,3884,444,3847,943,116,947,211,51,208,28,28,28
2013thru2017,040,04000US35,New Mexico,35,770435,522930,47210,9420,1360,8060,7195,215,6980,21920,510,21415,8670,505,8165,52190,26535,870,25670,11605,140,11465,14050,65,13985,0,0,0,75090,50400,885,49515,17200,185,17015,7490,10,7480,0,0,0,47430,36600,385,36210,8975,75,8895,1855,0,1855,0,0,0,301015,282360,1640,280720,16175,45,16130,2480,4,2480,0,0,0,247505,57785,8850,455,8395,5750,215,5535,34915,715,34200,8265,195,8070,43120,10135,280,9855,17795,320,17470,15195,260,14930,0,0,0,48760,24880,470,24410,20105,160,19940,3775,125,3650,0,0,0,23625,18435,230,18200,4790,25,4765,405,120,280,0,0,0,74215,71065,715,70350,2735,35,2705,410,60,350,0,0,0,3318,3802,1401,571,199,531,470,89,448,922,150,905,643,88,629,1773,1149,140,1143,788,104,768,880,40,877,28,28,28,2044,1547,154,1564,982,99,985,735,14,733,28,28,28,1565,1422,110,1422,631,61,637,270,28,270,28,28,28,3391,3297,216,3330,826,39,829,373,2,372,28,28,28,3232,1736,696,129,702,596,109,574,1425,171,1397,666,77,667,1437,725,103,723,864,160,861,951,136,957,28,28,28,1655,1004,187,1006,1118,81,1104,503,64,509,28,28,28,1044,941,97,930,567,29,567,134,90,102,28,28,28,1998,2047,321,2031,385,23,384,143,44,131,28,28,28
2013thru2017,040,04000US36,New York,36,7302710,3942485,310460,31845,910,30935,41270,690,40585,209245,1920,207320,28095,670,27425,355305,116525,1290,115230,102890,690,102200,135890,765,135125,0,0,0,543705,297425,1895,295525,149270,860,148410,97010,530,96480,0,0,0,391990,261930,1295,260635,98435,350,98085,31625,240,31385,0,0,0,2341025,2096080,6880,2089200,212370,785,211585,32575,195,32380,0,0,0,3360225,1031385,150315,3470,146845,146610,2815,143795,653630,12360,641275,80830,2075,78755,564730,136720,3145,133570,243105,3285,239820,184905,3240,181665,0,0,0,586190,318695,4340,314355,222660,2255,220405,44835,1265,43570,0,0,0,289885,228080,2045,226035,52510,575,51930,9295,335,8960,0,0,0,888040,818900,6270,812630,64170,420,63750,4970,165,4800,0,0,0,13551,17779,4005,1155,187,1173,1299,156,1287,3347,250,3314,1052,156,1018,3743,2119,169,2119,1902,163,1893,2359,190,2381,27,27,27,4192,3199,245,3214,2198,183,2211,2373,124,2371,27,27,27,4379,3302,212,3319,2186,111,2168,1303,125,1318,27,27,27,14352,14451,427,14534,2889,206,2888,1248,120,1259,27,27,27,9024,7381,2800,420,2774,3385,483,3370,5368,883,5310,2163,324,2086,5257,2581,474,2572,4287,465,4325,3199,452,3244,27,27,27,4809,3822,538,3800,3274,398,3234,1635,303,1597,27,27,27,3658,3229,315,3235,1848,173,1859,784,139,775,27,27,27,5442,5448,579,5336,1898,158,1921,585,75,575,27,27,27
2013thru2017,040,04000US37,North Carolina,37,3874345,2517895,167235,26900,520,26380,27525,265,27260,89565,840,88725,23245,450,22795,217900,104800,1020,103785,56450,160,56290,56650,355,56290,0,0,0,372880,238065,1185,236880,96340,325,96015,38475,150,38325,0,0,0,250450,194165,765,193400,45505,75,45430,10780,30,10750,0,0,0,1509435,1423655,3435,1420215,75910,220,75685,9875,70,9805,0,0,0,1356450,299765,44485,1065,43420,31565,320,31245,188005,2995,185010,35710,950,34760,242990,58760,935,57825,107890,1340,106550,76340,2080,74260,0,0,0,292220,160860,2065,158795,115440,1035,114400,15920,870,15050,0,0,0,146335,121050,965,120085,23700,175,23525,1585,205,1380,0,0,0,375145,360820,2425,358395,12425,320,12110,1900,370,1525,0,0,0,8793,13598,2541,1035,148,1047,1232,117,1236,2012,202,1986,958,156,957,2852,1786,214,1762,1562,58,1566,1655,152,1642,28,28,28,3418,2968,245,2985,2001,141,1992,1477,78,1484,28,28,28,3113,2685,182,2674,1438,51,1439,728,36,719,28,28,28,10889,10407,373,10419,1801,98,1789,632,63,619,28,28,28,8051,3810,1566,236,1575,1331,113,1328,3438,404,3428,1728,277,1707,4099,1827,216,1795,2495,292,2504,2330,350,2324,28,28,28,3791,3066,379,3059,2431,233,2418,799,202,794,28,28,28,2979,2781,268,2718,1071,100,1075,265,86,256,28,28,28,4988,4784,344,4783,774,142,798,329,174,248,28,28,28
2013thru2017,040,04000US38,North Dakota,38,311525,197085,13090,3845,65,3775,2820,45,2775,5315,45,5270,1115,35,1080,16310,10575,130,10440,3490,55,3435,2250,30,2215,0,0,0,29590,23885,115,23770,4735,10,4725,965,0,965,0,0,0,22405,20165,55,20110,1950,4,1945,285,0,285,0,0,0,115690,113425,330,113100,2080,15,2060,185,0,185,0,0,0,114440,27225,4785,205,4580,5010,70,4940,15310,490,14820,2120,55,2065,20675,8205,170,8035,8980,20,8955,3495,110,3385,0,0,0,26195,20755,175,20585,4695,25,4670,745,4,740,0,0,0,13085,12005,45,11955,985,0,985,95,10,80,0,0,0,27265,26860,380,26480,295,0,295,110,15,95,0,0,0,1686,1652,661,311,31,314,242,36,239,438,28,436,194,24,193,659,557,85,549,331,61,339,325,30,328,22,22,22,949,827,75,797,457,13,454,207,22,207,22,22,22,965,879,36,877,274,5,275,131,22,131,22,22,22,1550,1618,117,1588,320,23,319,90,22,90,22,22,22,1765,1121,496,105,480,447,49,451,807,180,756,331,34,329,1076,702,91,691,656,31,650,439,92,443,22,22,22,1349,1095,83,1084,489,28,493,318,1,319,22,22,22,980,960,26,957,260,22,260,57,16,58,22,22,22,1290,1287,179,1265,96,22,96,89,22,88,22,22,22
2013thru2017,040,04000US39,Ohio,39,4633145,3060475,185580,25425,1010,24415,33350,580,32770,106280,1760,104515,20530,570,19955,252965,117505,1470,116035,76645,845,75800,58815,495,58325,0,0,0,467405,318470,2400,316070,115450,735,114715,33490,250,33240,0,0,0,326565,271005,1550,269460,49055,250,48800,6505,25,6480,0,0,0,1827955,1754480,5485,1748995,66415,135,66280,7065,0,7065,0,0,0,1572670,427450,69900,1675,68225,55110,1330,53780,259030,7165,251865,43410,1820,41590,289055,78115,1840,76280,148835,3165,145670,62105,2735,59370,0,0,0,332395,228370,4395,223975,93600,1510,92090,10425,1475,8955,0,0,0,153605,141990,1615,140375,10365,205,10160,1250,300,950,0,0,0,370165,362860,4385,358475,5990,325,5660,1315,325,990,0,0,0,10306,16010,2571,990,222,957,1049,177,1017,2182,265,2212,792,173,743,3034,1949,257,1896,1788,225,1810,1461,132,1452,27,27,27,4414,3650,277,3629,2384,186,2423,1340,103,1360,27,27,27,3703,3418,245,3419,1346,101,1336,549,29,551,27,27,27,11719,11370,580,11396,1873,77,1875,582,27,582,27,27,27,8613,4140,1839,265,1762,1499,262,1497,3895,653,3866,1589,283,1549,3765,1816,308,1772,2944,434,2853,1702,369,1643,27,27,27,3937,3514,416,3439,2139,309,2160,787,289,766,27,27,27,2911,2798,303,2775,941,112,933,242,128,212,27,27,27,4477,4485,499,4416,557,137,545,216,135,189,27,27,27
2013thru2017,040,04000US40,Oklahoma,40,1468970,964465,67010,13335,645,12690,12860,255,12605,32050,440,31610,8770,250,8520,88410,49370,765,48610,21720,240,21480,17320,170,17150,0,0,0,148135,107135,900,106235,31795,125,31665,9210,30,9180,0,0,0,98020,82540,590,81945,13355,15,13340,2130,4,2120,0,0,0,562890,542055,1745,540310,18655,70,18585,2180,0,2180,0,0,0,504505,113180,18615,700,17915,13735,260,13475,66815,1405,65415,14015,510,13505,92950,26385,615,25770,43690,690,43000,22880,745,22135,0,0,0,110910,73320,1085,72235,33665,475,33195,3925,420,3505,0,0,0,54450,48875,485,48390,4885,75,4810,690,200,490,0,0,0,133015,130290,1265,129025,2220,75,2145,505,115,390,0,0,0,2958,3970,1346,533,102,533,589,78,577,980,124,946,462,89,461,1602,1191,133,1198,843,88,839,843,69,841,22,22,22,1606,1414,155,1390,928,45,932,536,31,535,22,22,22,1834,1668,129,1664,626,18,626,272,10,270,22,22,22,3001,2938,213,2976,798,44,797,240,22,240,22,22,22,3350,1926,639,133,640,753,77,753,1651,183,1615,806,146,793,1782,838,131,803,1293,189,1262,1006,149,976,22,22,22,1781,1469,198,1483,1047,180,1022,423,123,413,22,22,22,1284,1222,123,1224,430,56,432,195,99,181,22,22,22,1856,1820,248,1791,288,50,292,133,65,111,22,22,22
2013thru2017,040,04000US41,Oregon,41,1571630,969455,56010,5705,195,5510,7840,145,7695,35800,370,35430,6665,155,6510,70655,25320,355,24970,19825,105,19720,25510,135,25375,0,0,0,134450,70130,385,69750,41345,160,41190,22970,195,22775,0,0,0,92115,59215,320,58895,26930,120,26810,5965,50,5920,0,0,0,616225,560185,1305,558880,50070,170,49900,5970,15,5955,0,0,0,602180,123890,15290,585,14705,10650,610,10035,86000,4215,81785,11950,825,11130,104205,16165,785,15375,43170,1355,41815,44875,2800,42075,0,0,0,128275,54990,1455,53535,59065,1080,57985,14220,1345,12875,0,0,0,64945,48905,1225,47680,14405,280,14125,1635,285,1355,0,0,0,180860,169510,1930,167580,9695,660,9035,1655,625,1030,0,0,0,4215,5768,1591,555,81,556,548,83,540,1149,149,1121,576,71,569,1562,1043,121,1041,843,74,847,1086,66,1083,28,28,28,2208,1811,110,1820,1270,117,1265,1091,94,1093,28,28,28,1995,1632,121,1620,1258,69,1265,446,80,450,28,28,28,4970,4932,250,4892,1464,95,1469,494,26,504,28,28,28,4185,2273,836,182,822,814,196,750,1941,475,1854,838,193,830,2572,959,225,955,1595,287,1657,1465,459,1431,28,28,28,2357,1557,289,1603,1500,256,1529,949,293,880,28,28,28,1804,1559,290,1585,871,109,847,265,135,242,28,28,28,3028,2789,348,2768,854,173,792,258,162,215,28,28,28
2013thru2017,040,04000US42,Pennsylvania,42,5007440,3456360,246450,33335,1075,32260,47885,720,47160,139655,1585,138070,25580,475,25100,314680,142255,1850,140405,96175,710,95465,76250,600,75650,0,0,0,536145,357645,2360,355290,129430,825,128605,49065,220,48845,0,0,0,358830,284195,1455,282740,63480,170,63310,11160,40,11120,0,0,0,2000255,1886480,5660,1880820,102240,280,101965,11535,4,11530,0,0,0,1551080,422620,73010,1325,71685,48295,1545,46750,254770,7680,247090,46545,1550,44995,285215,76685,2465,74220,130810,3290,127520,77715,4505,73215,0,0,0,319090,198890,3710,195185,102870,1760,101110,17330,2065,15260,0,0,0,151550,131675,2205,129475,17530,355,17175,2345,390,1955,0,0,0,372610,359230,3395,355835,11175,345,10830,2205,290,1915,0,0,0,10139,15409,2816,1001,194,963,1272,160,1230,2070,228,2061,1042,137,1012,3375,2078,238,2083,1819,149,1797,1605,178,1611,24,24,24,4029,3287,254,3260,2216,183,2197,1269,104,1243,24,24,24,3718,3376,205,3371,1828,66,1826,573,40,568,24,24,24,12048,11500,447,11473,2063,110,2047,627,2,625,24,24,24,8289,4587,1994,217,1954,1465,264,1456,3475,495,3433,1583,271,1596,4015,1909,419,1807,2555,477,2462,1971,478,1882,24,24,24,3928,2754,431,2789,2651,296,2567,1013,361,935,24,24,24,2633,2441,373,2491,885,136,867,324,149,256,24,24,24,3901,3868,387,3780,748,142,706,313,97,289,24,24,24
2013thru2017,040,04000US44,Rhode Island,44,412030,247290,14260,750,35,715,1835,0,1835,10570,55,10515,1105,35,1070,18345,4470,45,4425,6145,35,6110,7730,55,7675,0,0,0,33735,15470,125,15340,11375,15,11360,6890,10,6885,0,0,0,22910,13720,55,13665,7455,35,7425,1735,0,1735,0,0,0,158035,143565,310,143255,12770,10,12760,1700,0,1700,0,0,0,164735,50700,12165,175,11990,7105,140,6960,26510,675,25835,4925,65,4855,29880,7655,105,7550,13410,280,13135,8815,460,8355,0,0,0,30900,17850,520,17330,11740,305,11435,1310,10,1300,0,0,0,14280,12295,150,12145,1940,55,1885,45,20,25,0,0,0,38975,37650,425,37220,1235,90,1145,95,30,65,0,0,0,1754,2141,749,176,46,175,305,29,305,627,47,631,213,26,214,827,427,43,429,448,34,447,545,46,552,29,29,29,1045,733,84,728,677,21,675,614,13,611,29,29,29,1025,634,42,635,644,35,651,265,29,265,29,29,29,2187,2111,113,2110,763,17,764,284,29,284,29,29,29,1815,1430,830,94,837,640,118,659,1175,221,1207,538,49,537,1181,643,75,624,881,139,895,659,153,631,29,29,29,1420,1091,196,1025,859,151,837,284,20,282,29,29,29,852,862,79,868,297,86,293,29,20,22,29,29,29,1292,1308,177,1287,239,68,238,58,33,53,29,29,29
2013thru2017,040,04000US45,South Carolina,45,1871305,1284530,97070,15150,250,14895,15880,200,15680,49675,505,49165,16365,230,16135,113365,58045,725,57320,28195,165,28035,27125,150,26970,0,0,0,191855,125880,525,125355,46175,215,45965,19795,35,19760,0,0,0,127050,100675,320,100355,22170,75,22095,4205,30,4175,0,0,0,755190,711615,2005,709610,37530,175,37355,6045,40,6005,0,0,0,586775,134145,20675,420,20250,13700,180,13520,80395,1660,78735,19380,355,19020,103750,27085,835,26250,42550,585,41965,34115,1305,32805,0,0,0,125010,63285,795,62485,52825,740,52090,8900,620,8280,0,0,0,59145,47715,665,47050,10465,180,10285,970,250,715,0,0,0,164720,157255,1735,155520,6675,240,6435,790,175,620,0,0,0,5900,8064,2254,849,118,825,924,90,909,1654,135,1660,800,84,799,2153,1612,199,1586,1023,71,1021,1010,82,1004,29,29,29,2898,2021,128,2027,1508,141,1501,981,29,976,29,29,29,2362,2126,120,2125,1041,67,1036,409,32,412,29,29,29,6504,6336,343,6304,1352,80,1344,536,58,542,29,29,29,5630,2493,1071,135,1079,936,119,949,1937,353,1862,1101,119,1104,2373,1199,272,1156,1562,175,1562,1306,301,1289,29,29,29,2625,1871,192,1840,1733,251,1726,640,192,590,29,29,29,1822,1563,235,1569,750,114,744,270,139,212,29,29,29,3218,3236,306,3254,645,112,612,199,105,177,29,29,29
2013thru2017,040,04000US46,South Dakota,46,339460,230655,14020,2755,190,2560,3120,85,3035,6645,105,6540,1500,85,1415,17690,9810,110,9695,4925,10,4915,2955,35,2920,0,0,0,36190,26640,190,26450,7260,10,7250,2290,10,2280,0,0,0,26880,22940,130,22810,3530,50,3475,415,0,415,0,0,0,135880,131105,655,130450,4210,10,4195,565,0,565,0,0,0,108800,26835,5680,205,5470,4795,230,4560,14625,485,14140,1735,180,1555,21145,8810,235,8575,9115,185,8930,3220,260,2960,0,0,0,26280,20960,300,20655,4750,20,4730,570,120,450,0,0,0,12215,11515,145,11370,655,0,655,50,4,45,0,0,0,22330,21970,200,21770,290,20,270,65,0,65,0,0,0,1684,1923,659,318,78,296,273,43,268,504,46,501,215,41,214,732,545,47,529,428,9,428,286,32,285,22,22,22,1083,934,62,918,587,14,588,336,13,335,22,22,22,930,860,61,871,404,44,403,112,22,112,22,22,22,2052,2042,163,2047,409,14,409,156,22,156,22,22,22,1717,1012,493,82,478,496,114,471,634,146,616,291,104,281,1000,584,95,579,639,120,667,413,137,395,22,22,22,1001,888,128,881,463,29,461,190,119,147,22,22,22,746,724,95,730,168,22,168,40,7,39,22,22,22,881,865,100,852,125,26,124,50,22,50,22,22,22
2013thru2017,040,04000US47,Tennessee,47,2547195,1688565,109160,17480,620,16860,18970,220,18755,56695,510,56185,16015,600,15415,145455,72705,1085,71620,35580,385,35195,37170,90,37080,0,0,0,252165,167055,1005,166050,63370,315,63055,21740,125,21615,0,0,0,170780,137070,785,136285,28650,110,28540,5060,75,4985,0,0,0,1011005,962440,2665,959775,42980,95,42885,5585,0,5585,0,0,0,858630,198945,34905,985,33920,21940,345,21595,115430,2440,112990,26670,665,26005,156025,39845,820,39020,67760,890,66875,48420,1555,46865,0,0,0,178835,99910,1440,98475,69920,1050,68870,9005,830,8175,0,0,0,90910,76280,1015,75265,13425,145,13280,1205,175,1030,0,0,0,233910,225410,2510,222900,7640,200,7440,860,320,540,0,0,0,6359,10002,2550,842,173,827,873,85,868,1767,138,1747,866,178,830,2686,1829,207,1791,1157,140,1132,1457,49,1461,29,29,29,3145,2478,200,2504,1539,98,1549,969,104,963,29,29,29,2797,2522,213,2462,1258,77,1269,512,72,489,29,29,29,8258,8178,360,8151,1162,47,1166,612,29,612,29,29,29,6494,2932,1400,223,1401,1063,126,1072,2501,395,2479,1296,168,1268,2970,1464,257,1490,2179,220,2178,1673,344,1637,29,29,29,2921,2180,304,2145,1985,279,1984,788,253,744,29,29,29,2044,2014,231,1966,835,72,834,285,120,257,29,29,29,3653,3568,364,3524,753,99,737,253,159,165,29,29,29
2013thru2017,040,04000US48,Texas,48,9430420,5851045,422915,78250,3460,74790,74400,1450,72950,219050,3830,215220,51215,1355,49860,504625,249885,4245,245640,134475,1000,133475,120265,650,119615,0,0,0,828045,547990,5275,542715,206805,1250,205555,73250,260,72995,0,0,0,543865,432785,2695,430090,93365,300,93065,17710,80,17635,0,0,0,3551595,3357440,12515,3344920,172310,570,171745,21845,110,21735,0,0,0,3579375,756385,91130,3360,87765,86295,1770,84525,488765,11000,477765,90195,2780,87415,604485,124365,3060,121300,290900,4315,286585,189220,5220,184000,0,0,0,742825,395745,5535,390210,302480,3600,298880,44600,2825,41775,0,0,0,373780,303750,3210,300540,65010,670,64340,5020,425,4595,0,0,0,1101900,1055210,9870,1045335,42485,1080,41405,4205,1075,3125,0,0,0,18376,29468,4147,1953,437,1881,1733,319,1733,2887,513,2936,1770,308,1773,4989,3615,519,3522,2618,198,2615,2632,189,2638,31,31,31,6310,5545,477,5540,3628,292,3623,1912,88,1919,31,31,31,5655,5043,356,5015,2151,136,2151,980,64,967,31,31,31,22980,22861,865,22806,2600,186,2654,1065,85,1065,31,31,31,15655,6951,2246,425,2312,2276,336,2220,6091,832,6037,3242,433,3114,5889,2680,349,2715,4592,478,4527,3363,640,3351,31,31,31,6497,4726,534,4589,4343,538,4265,1789,447,1664,31,31,31,4992,4111,426,4167,2315,225,2334,560,149,522,31,31,31,8499,8473,820,8452,1592,234,1599,466,284,402,31,31,31
2013thru2017,040,04000US49,Utah,49,938365,653430,33400,5880,160,5715,5295,4,5290,18730,130,18600,3495,75,3415,46770,21575,120,21455,13455,20,13440,11735,50,11685,0,0,0,102285,62615,295,62320,31760,130,31630,7910,30,7875,0,0,0,80785,64240,180,64060,14745,30,14715,1800,0,1800,0,0,0,390190,371660,825,370830,16775,15,16760,1760,25,1735,0,0,0,284935,58830,8140,170,7970,7940,115,7820,37480,850,36625,5270,290,4980,52300,13000,340,12660,27085,445,26640,12215,355,11855,0,0,0,67405,42250,330,41925,22515,245,22270,2635,340,2295,0,0,0,32910,28680,220,28460,3915,35,3880,315,85,230,0,0,0,73495,71720,730,70990,1530,135,1390,245,115,130,0,0,0,2548,4170,981,373,67,378,521,11,519,729,57,727,397,42,400,1546,918,48,913,814,18,813,736,38,733,27,27,27,2059,1592,116,1605,1107,66,1108,587,31,583,27,27,27,1809,1627,72,1634,813,31,810,290,27,290,27,27,27,3192,3203,192,3199,860,25,860,267,25,266,27,27,27,2831,1451,587,86,580,553,55,543,1295,218,1256,500,122,480,1704,837,130,822,1109,136,1110,784,128,778,27,27,27,1626,1354,110,1343,1179,131,1170,398,153,357,27,27,27,1221,1179,127,1196,461,37,465,99,44,99,27,27,27,1893,1860,169,1873,309,86,290,97,68,71,27,27,27
2013thru2017,040,04000US50,Vermont,50,258535,182320,13080,1135,125,1010,2170,70,2095,9025,95,8930,755,35,720,16830,4600,70,4530,6280,40,6235,5950,50,5900,0,0,0,29225,16060,210,15850,9380,60,9325,3785,10,3775,0,0,0,20395,14360,60,14305,5200,0,5200,830,25,810,0,0,0,102790,94585,325,94265,7390,20,7365,815,0,815,0,0,0,76215,19700,4095,135,3960,2600,115,2485,11975,315,11660,1025,25,1000,14360,3655,140,3515,6345,70,6270,4360,135,4225,0,0,0,16510,9055,200,8855,6580,75,6505,875,20,855,0,0,0,7795,6560,185,6375,1130,60,1070,105,20,85,0,0,0,17845,17285,175,17105,500,4,495,65,0,65,0,0,0,1157,1519,633,194,63,192,264,44,266,533,55,523,141,24,136,761,337,38,335,476,29,481,441,30,437,22,22,22,858,568,76,581,540,46,529,297,13,296,22,22,22,704,586,31,584,453,22,453,124,39,120,22,22,22,1450,1435,114,1435,450,16,449,139,22,139,22,22,22,1360,880,419,80,414,346,84,338,684,113,701,236,24,231,694,369,74,355,476,43,475,462,78,441,22,22,22,783,544,103,527,554,55,547,241,37,239,22,22,22,511,485,122,446,172,83,169,93,32,86,22,22,22,739,742,66,736,124,22,123,56,22,56,22,22,22
