source,sumlevel,geoid,name,st,T8_est1,T8_est2,T8_est3,T8_est4,T8_est5,T8_est6,T8_est7,T8_est8,T8_est9,T8_est10,T8_est11,T8_est12,T8_est13,T8_est14,T8_est15,T8_est16,T8_est17,T8_est18,T8_est19,T8_est20,T8_est21,T8_est22,T8_est23,T8_est24,T8_est25,T8_est26,T8_est27,T8_est28,T8_est29,T8_est30,T8_est31,T8_est32,T8_est33,T8_est34,T8_est35,T8_est36,T8_est37,T8_est38,T8_est39,T8_est40,T8_est41,T8_est42,T8_est43,T8_est44,T8_est45,T8_est46,T8_est47,T8_est48,T8_est49,T8_est50,T8_est51,T8_est52,T8_est53,T8_est54,T8_est55,T8_est56,T8_est57,T8_est58,T8_est59,T8_est60,T8_est61,T8_est62,T8_est63,T8_est64,T8_est65,T8_est66,T8_est67,T8_est68,T8_est69,T8_est70,T8_est71,T8_est72,T8_est73,T8_est74,T8_est75,T8_est76,T8_est77,T8_est78,T8_est79,T8_est80,T8_est81,T8_est82,T8_est83,T8_est84,T8_est85,T8_est86,T8_est87,T8_est88,T8_est89,T8_est90,T8_est91,T8_est92,T8_est93,T8_est94,T8_est95,T8_est96,T8_est97,T8_est98,T8_est99,T8_est100,T8_est101,T8_est102,T8_est103,T8_est104,T8_est105,T8_est106,T8_est107,T8_est108,T8_est109,T8_est110,T8_est111,T8_est112,T8_est113,T8_est114,T8_est115,T8_est116,T8_est117,T8_est118,T8_est119,T8_est120,T8_est121,T8_est122,T8_est123,T8_est124,T8_est125,T8_est126,T8_est127,T8_est128,T8_est129,T8_est130,T8_est131,T8_est132,T8_est133,T8_moe1,T8_moe2,T8_moe3,T8_moe4,T8_moe5,T8_moe6,T8_moe7,T8_moe8,T8_moe9,T8_moe10,T8_moe11,T8_moe12,T8_moe13,T8_moe14,T8_moe15,T8_moe16,T8_moe17,T8_moe18,T8_moe19,T8_moe20,T8_moe21,T8_moe22,T8_moe23,T8_moe24,T8_moe25,T8_moe26,T8_moe27,T8_moe28,T8_moe29,T8_moe30,T8_moe31,T8_moe32,T8_moe33,T8_moe34,T8_moe35,T8_moe36,T8_moe37,T8_moe38,T8_moe39,T8_moe40,T8_moe41,T8_moe42,T8_moe43,T8_moe44,T8_moe45,T8_moe46,T8_moe47,T8_moe48,T8_moe49,T8_moe50,T8_moe51,T8_moe52,T8_moe53,T8_moe54,T8_moe55,T8_moe56,T8_moe57,T8_moe58,T8_moe59,T8_moe60,T8_moe61,T8_moe62,T8_moe63,T8_moe64,T8_moe65,T8_moe66,T8_moe67,T8_moe68,T8_moe69,T8_moe70,T8_moe71,T8_moe72,T8_moe73,T8_moe74,T8_moe75,T8_moe76,T8_moe77,T8_moe78,T8_moe79,T8_moe80,T8_moe81,T8_moe82,T8_moe83,T8_moe84,T8_moe85,T8_moe86,T8_moe87,T8_moe88,T8_moe89,T8_moe90,T8_moe91,T8_moe92,T8_moe93,T8_moe94,T8_moe95,T8_moe96,T8_moe97,T8_moe98,T8_moe99,T8_moe100,T8_moe101,T8_moe102,T8_moe103,T8_moe104,T8_moe105,T8_moe106,T8_moe107,T8_moe108,T8_moe109,T8_moe110,T8_moe111,T8_moe112,T8_moe113,T8_moe114,T8_moe115,T8_moe116,T8_moe117,T8_moe118,T8_moe119,T8_moe120,T8_moe121,T8_moe122,T8_moe123,T8_moe124,T8_moe125,T8_moe126,T8_moe127,T8_moe128,T8_moe129,T8_moe130,T8_moe131,T8_moe132,T8_moe133
2013thru2017,040,04000US13,Georgia,13,3663105,2306770,162360,21375,620,20755,23785,210,23575,91845,980,90865,25355,525,24830,191060,82390,840,81550,49695,305,49385,58980,230,58750,0,0,0,326520,199790,1155,198635,90620,460,90160,36110,55,36050,0,0,0,222100,168705,840,167865,44395,60,44335,9000,0,9000,0,0,0,1404730,1319620,3560,1316060,73795,225,73570,11315,40,11275,0,0,0,1356330,306345,37200,1210,35990,28675,735,27935,196035,2970,193060,44440,1225,43215,235600,45080,930,44145,105990,1115,104875,84530,1505,83025,0,0,0,279475,137435,1515,135915,124460,1145,123315,17580,475,17110,0,0,0,140740,111625,1200,110425,27280,185,27095,1835,330,1505,0,0,0,394175,378190,3390,374800,14620,390,14230,1360,470,890,0,0,0,8971,13420,2727,1082,136,1066,1242,70,1248,1952,226,1897,1226,165,1204,2899,1920,154,1921,1480,122,1493,1700,118,1701,30,30,30,5257,3563,207,3548,2310,151,2306,1297,40,1290,30,30,30,3325,2848,177,2843,1694,44,1696,781,30,781,30,30,30,11943,11542,432,11591,1906,138,1918,738,65,743,30,30,30,8580,4278,1474,256,1410,1426,248,1435,3632,461,3602,1935,248,1937,3337,1705,233,1675,2709,239,2699,1969,299,2018,30,30,30,4480,3044,282,3031,3146,305,3135,1120,136,1085,30,30,30,3078,2794,278,2721,1402,102,1397,316,118,305,30,30,30,5067,4843,483,4808,960,166,925,258,178,189,30,30,30
2013thru2017,040,04000US15,Hawaii,15,455500,264620,21545,4530,305,4225,3360,70,3295,11110,200,10905,2545,135,2410,21200,10285,305,9985,3750,80,3670,7165,115,7050,0,0,0,40520,22090,245,21845,10220,110,10105,8205,40,8165,0,0,0,30665,19755,215,19540,8400,15,8385,2510,30,2480,0,0,0,150690,129165,600,128565,18575,235,18340,2950,35,2915,0,0,0,190880,41440,7825,425,7400,4605,410,4195,25310,1315,23995,3705,180,3525,31200,6285,390,5890,10635,320,10320,14280,400,13880,0,0,0,43610,18315,880,17435,17195,260,16930,8105,125,7980,0,0,0,22115,14805,385,14420,6555,55,6500,755,10,745,0,0,0,52510,45255,685,44570,7075,50,7025,175,10,165,0,0,0,2031,2720,888,370,111,347,339,43,324,649,89,650,323,69,298,1061,657,118,658,385,52,390,564,102,558,26,26,26,1154,893,86,884,609,63,617,534,42,536,26,26,26,1159,910,71,900,514,19,514,318,36,319,26,26,26,2230,2034,142,2032,831,126,799,321,39,319,26,26,26,1989,1242,611,182,576,531,154,480,987,242,986,471,74,477,1189,487,112,486,711,103,728,823,146,820,26,26,26,1595,963,200,939,844,114,841,572,80,570,26,26,26,937,840,118,819,535,46,531,182,13,182,26,26,26,1515,1405,172,1384,604,51,614,63,16,57,26,26,26
2013thru2017,040,04000US16,Idaho,16,609125,421440,26690,4415,295,4120,4355,60,4295,13485,175,13310,4435,20,4415,35550,16895,305,16590,9215,65,9155,9445,150,9290,0,0,0,69540,44325,375,43950,18990,15,18975,6225,20,6205,0,0,0,46540,37460,210,37255,7840,15,7825,1240,15,1225,0,0,0,243115,230300,685,229610,11590,120,11465,1230,0,1230,0,0,0,187685,41100,4850,210,4640,4960,370,4590,25730,955,24780,5555,405,5150,34675,8500,200,8300,17125,260,16865,9050,615,8435,0,0,0,44000,27670,365,27305,14625,345,14280,1710,410,1295,0,0,0,20980,19235,290,18945,1545,25,1525,200,95,105,0,0,0,46930,46150,740,45410,600,35,565,180,60,120,0,0,0,2431,3117,1182,416,122,417,479,44,483,865,89,864,671,19,668,1178,843,124,835,695,45,690,662,98,640,28,28,28,1854,1234,124,1233,1116,20,1113,538,28,538,28,28,28,1456,1222,103,1208,727,23,727,246,20,241,28,28,28,2786,2739,158,2744,798,88,770,269,28,269,28,28,28,2477,1503,471,83,454,562,165,526,1329,215,1330,614,201,651,1333,663,94,654,970,132,944,657,215,659,28,28,28,1488,1190,134,1180,914,162,912,423,199,382,28,28,28,1119,1080,134,1069,299,27,297,122,80,75,28,28,28,1420,1459,251,1466,180,36,179,86,56,66,28,28,28
2013thru2017,040,04000US17,Illinois,17,4818450,3185140,224770,23820,445,23375,34690,380,34310,141720,1250,140470,24545,405,24140,284915,110670,810,109860,88480,570,87910,85765,320,85445,0,0,0,478560,287650,1450,286200,135390,455,134930,55525,245,55280,0,0,0,329725,250925,935,249990,65760,80,65680,13045,40,13005,0,0,0,1867165,1741555,4280,1737275,111505,215,111290,14105,45,14060,0,0,0,1633310,459055,61705,1635,60065,60535,1285,59250,282290,7350,274945,54525,1525,52995,291280,72220,1670,70550,143450,2070,141375,75610,2940,72670,0,0,0,317275,203200,2715,200490,98755,935,97815,15320,960,14360,0,0,0,156210,133190,1365,131825,21005,200,20810,2010,150,1865,0,0,0,409495,393350,3445,389905,14795,360,14435,1350,335,1015,0,0,0,9290,14657,2571,855,115,842,1010,108,997,2004,235,2004,919,157,918,3778,1953,161,1935,2071,128,2060,2167,129,2154,26,26,26,4318,3277,199,3268,2340,133,2355,1544,91,1554,26,26,26,3760,3030,186,3034,1844,45,1842,794,35,787,26,26,26,10639,10784,388,10796,2251,94,2249,736,41,738,26,26,26,7941,4280,1428,292,1401,1818,270,1836,3661,605,3567,1701,255,1679,3445,1815,256,1797,2965,305,2924,1839,402,1829,26,26,26,3145,2659,340,2572,1951,232,1972,896,217,891,26,26,26,2859,2541,258,2587,1075,84,1064,353,94,354,26,26,26,4372,4294,444,4165,769,120,758,225,121,164,26,26,26
2013thru2017,040,04000US18,Indiana,18,2537190,1747515,104690,16255,385,15875,18540,185,18355,58050,735,57315,11845,210,11635,146950,73760,980,72785,43435,470,42965,29750,195,29555,0,0,0,277755,200045,1105,198940,63340,205,63135,14370,70,14300,0,0,0,195645,170555,880,169675,21870,45,21830,3220,70,3150,0,0,0,1022480,993705,2780,990925,26180,4,26180,2595,30,2565,0,0,0,789675,200845,26525,440,26085,24700,340,24365,123445,2050,121395,26175,580,25595,153975,38665,805,37860,79210,1310,77900,36100,1115,34985,0,0,0,172785,115065,1670,113395,52290,740,51550,5430,945,4485,0,0,0,81175,75150,860,74290,5440,65,5370,590,120,470,0,0,0,180895,177585,1670,175915,2615,215,2400,695,295,400,0,0,0,7044,10248,1791,763,133,764,894,68,889,1527,186,1576,782,87,757,2232,1562,168,1543,1370,149,1344,1235,99,1208,27,27,27,3470,2731,217,2733,1637,120,1641,822,54,821,27,27,27,2793,2736,179,2717,969,30,965,400,79,391,27,27,27,8079,8038,383,8079,973,5,973,313,34,310,27,27,27,5345,2836,1140,134,1139,1152,97,1153,2276,385,2231,1341,167,1366,3016,1366,192,1367,1995,321,1988,1369,277,1362,27,27,27,2845,2484,257,2467,1472,190,1450,540,259,517,27,27,27,1877,1744,173,1733,519,61,507,211,85,187,27,27,27,3196,3130,281,3143,374,94,358,186,111,147,27,27,27
2013thru2017,040,04000US19,Iowa,19,1251585,889285,53310,8485,185,8300,11850,220,11630,27890,330,27560,5085,175,4905,76820,41750,470,41280,21515,90,21425,13555,100,13455,0,0,0,143920,107775,610,107170,29820,145,29680,6320,30,6290,0,0,0,103100,91160,505,90655,10610,4,10610,1330,0,1330,0,0,0,512135,498175,1285,496890,12470,20,12455,1490,20,1470,0,0,0,362300,92965,14145,330,13815,14065,345,13720,56940,1495,55445,7815,260,7550,73075,25785,660,25125,35795,665,35130,11495,1230,10270,0,0,0,79950,62885,1130,61755,14545,275,14270,2520,395,2125,0,0,0,38585,36880,370,36510,1400,75,1320,305,120,185,0,0,0,77725,76390,915,75475,985,180,805,350,140,210,0,0,0,3919,5410,1339,526,71,517,611,78,595,908,92,895,479,81,469,1501,1112,117,1121,761,41,764,642,77,630,22,22,22,2135,1864,116,1861,1037,86,1054,470,32,468,22,22,22,1682,1666,141,1655,636,4,636,180,22,180,22,22,22,4149,4177,189,4174,668,22,666,186,32,181,22,22,22,3319,1881,748,110,753,745,123,728,1489,293,1432,643,101,621,1746,1062,170,1024,1297,203,1290,778,340,666,22,22,22,1717,1494,204,1429,752,152,736,403,123,386,22,22,22,1470,1426,130,1415,312,74,304,112,67,80,22,22,22,1765,1748,181,1730,148,63,139,99,69,74,22,22,22
2013thru2017,040,04000US20,Kansas,20,1121945,745440,42290,5285,245,5040,8210,130,8080,23190,495,22690,5605,160,5445,59590,29895,485,29410,17565,260,17305,12125,90,12035,0,0,0,111630,79720,835,78880,25225,195,25030,6690,10,6675,0,0,0,78855,66730,335,66395,10420,50,10375,1705,0,1705,0,0,0,453080,436805,1505,435300,14715,10,14705,1560,0,1560,0,0,0,376500,82605,11750,435,11315,10885,265,10615,51030,1765,49265,8940,270,8670,68580,20155,580,19575,33520,710,32810,14900,1060,13845,0,0,0,87995,58555,1170,57385,26500,450,26050,2935,390,2545,0,0,0,41475,37870,390,37480,3115,25,3090,495,160,335,0,0,0,95850,93235,1110,92125,2130,85,2045,485,185,300,0,0,0,3982,4457,1337,397,78,395,493,65,484,988,157,963,484,72,481,1287,959,124,964,711,106,701,623,39,621,24,24,24,1940,1647,181,1623,981,101,977,472,15,469,24,24,24,1770,1631,97,1621,722,37,726,277,24,277,24,24,24,4265,4308,239,4291,638,16,637,235,24,235,24,24,24,3237,1742,726,140,694,615,104,590,1519,337,1514,720,120,702,1734,887,146,888,1393,226,1351,879,246,833,24,24,24,2055,1602,228,1563,1159,183,1177,367,161,337,24,24,24,1256,1204,112,1177,325,25,323,163,77,128,24,24,24,2153,2065,261,2032,357,50,349,143,87,114,24,24,24
2013thru2017,040,04000US21,Kentucky,21,1724515,1155575,88200,17240,770,16470,16185,350,15835,43650,440,43210,11130,345,10785,103955,55470,830,54640,26575,310,26260,21915,125,21790,0,0,0,175925,125890,1020,124865,38265,155,38110,11775,50,11725,0,0,0,116670,97340,415,96925,16870,115,16755,2460,0,2460,0,0,0,670820,646645,1660,644985,21510,30,21475,2670,0,2670,0,0,0,568940,152715,29405,1125,28280,20260,400,19860,84710,1665,83045,18335,555,17785,105315,32715,745,31970,49805,800,49005,22795,535,22260,0,0,0,118325,81600,1205,80395,32755,635,32120,3970,390,3580,0,0,0,56130,51540,595,50945,4195,10,4190,390,125,265,0,0,0,136455,134550,1305,133245,1615,40,1575,290,105,185,0,0,0,4757,7286,2074,895,163,871,842,117,832,1371,119,1373,705,135,694,1772,1235,153,1229,917,111,921,1014,67,1018,27,27,27,2464,2314,197,2273,1464,67,1469,732,38,735,27,27,27,1984,1775,123,1764,845,83,817,338,27,338,27,27,27,5902,5833,246,5829,1006,32,1005,358,27,358,27,27,27,4879,3007,1052,253,1074,910,161,894,2215,308,2272,1104,167,1094,2312,1388,190,1351,1511,262,1459,1057,166,1074,27,27,27,2401,1950,256,1893,1485,218,1476,485,183,442,27,27,27,1667,1555,162,1536,534,14,536,113,79,89,27,27,27,2550,2535,234,2516,290,39,285,97,84,73,27,27,27
2013thru2017,040,04000US22,Louisiana,22,1737645,1137460,96295,22075,570,21510,17675,205,17470,43115,555,42560,13430,225,13205,104450,62660,750,61915,20110,200,19910,21680,20,21660,0,0,0,158240,112060,795,111265,32055,135,31920,14125,110,14015,0,0,0,101305,80965,380,80585,16385,85,16300,3955,15,3940,0,0,0,677175,643985,2360,641625,29100,80,29020,4090,20,4070,0,0,0,600185,157980,23165,610,22555,17670,175,17490,93575,1825,91750,23565,565,23000,107035,26495,675,25820,41645,485,41165,38890,445,38450,0,0,0,111420,55255,750,54505,47290,265,47025,8875,415,8460,0,0,0,56405,44285,630,43655,11175,165,11015,940,45,895,0,0,0,167345,160215,1375,158835,6460,15,6440,670,115,560,0,0,0,5468,7254,2223,996,173,922,878,111,849,1392,175,1343,916,91,910,2074,1306,202,1295,980,98,976,1120,23,1120,29,29,29,2827,2189,170,2153,1209,74,1219,923,76,899,29,29,29,2047,1913,125,1927,819,69,830,397,20,400,29,29,29,6430,6390,342,6388,1108,57,1105,521,34,519,29,29,29,4372,2740,1026,119,983,916,108,919,2180,411,2202,1193,170,1154,2554,1223,217,1206,1515,172,1536,1643,153,1633,29,29,29,2513,1928,156,1933,1645,110,1655,700,180,683,29,29,29,1992,1750,166,1712,777,92,776,221,33,212,29,29,29,2628,2700,310,2628,639,22,640,226,107,195,29,29,29
2013thru2017,040,04000US23,Maine,23,554060,399140,26265,3785,405,3385,5200,190,5010,14965,330,14635,2310,90,2220,37340,15675,430,15245,11370,115,11255,10290,55,10235,0,0,0,64600,39930,490,39440,17815,135,17680,6860,25,6835,0,0,0,42700,32910,170,32735,8190,70,8120,1605,0,1605,0,0,0,228235,214075,730,213345,13005,50,12955,1155,4,1150,0,0,0,154920,41925,10185,425,9765,5340,230,5105,23810,1050,22760,2590,85,2505,31185,9845,375,9470,13900,225,13675,7435,235,7200,0,0,0,32285,19540,290,19250,11430,40,11390,1320,175,1145,0,0,0,15725,14050,190,13860,1615,15,1600,65,0,65,0,0,0,33795,32820,275,32545,790,50,740,190,50,135,0,0,0,2331,2737,981,295,109,292,342,63,341,775,94,761,328,60,314,993,698,103,698,627,61,627,591,33,588,23,23,23,1450,946,115,948,857,59,857,512,23,513,23,23,23,1279,1121,60,1130,517,69,503,218,23,218,23,23,23,2224,2176,158,2245,663,66,654,162,10,162,23,23,23,1697,1285,631,174,617,531,138,495,1088,274,1000,348,52,348,1166,620,166,612,801,105,802,620,135,629,23,23,23,1324,1010,109,1008,784,37,791,280,111,245,23,23,23,874,850,88,856,304,24,304,49,23,49,23,23,23,1184,1196,105,1201,196,46,196,93,63,70,23,23,23
2013thru2017,040,04000US24,Maryland,24,2181095,1456760,102425,11720,305,11415,17105,115,16990,65155,340,64815,8445,170,8275,120045,47065,245,46825,35000,145,34855,37980,240,37740,0,0,0,141595,79050,555,78495,43980,240,43745,18565,90,18475,0,0,0,134040,88845,380,88465,37170,65,37105,8025,10,8015,0,0,0,958645,875805,2035,873770,74405,145,74260,8435,50,8385,0,0,0,724335,175605,27820,470,27345,19635,270,19365,115030,2160,112865,13125,510,12615,128655,25040,425,24615,62760,605,62160,40855,890,39965,0,0,0,109400,51525,700,50820,50095,355,49740,7785,255,7530,0,0,0,79095,57665,515,57150,19825,140,19685,1600,185,1420,0,0,0,231580,217600,1740,215860,13155,165,12990,825,50,775,0,0,0,4995,7724,2188,624,121,617,984,57,968,1745,110,1718,610,72,604,2267,1249,76,1259,1122,75,1127,1320,96,1327,28,28,28,2603,1888,157,1910,1271,115,1260,898,62,899,28,28,28,2352,1942,128,1931,1110,51,1116,589,18,592,28,28,28,6785,6603,281,6606,1658,68,1655,661,51,662,28,28,28,4974,2413,927,163,933,1042,134,1070,2503,403,2406,715,169,717,2593,1116,136,1105,2020,187,2004,1557,245,1566,28,28,28,2437,1717,195,1727,1676,111,1688,653,125,640,28,28,28,1964,1830,136,1816,1160,91,1167,244,110,222,28,28,28,3038,3062,307,3064,831,84,817,233,46,222,28,28,28
2013thru2017,040,04000US25,Massachusetts,25,2585715,1612330,110760,7920,125,7790,18535,120,18415,75180,500,74680,9125,170,8955,131765,42935,285,42650,41255,90,41165,47575,345,47230,0,0,0,193845,99415,440,98975,61935,165,61765,32495,230,32265,0,0,0,153730,97885,285,97600,45900,120,45780,9945,4,9940,0,0,0,1022230,931420,1850,929570,81570,290,81280,9240,55,9185,0,0,0,973385,304430,67910,1255,66655,52555,1330,51225,160780,5090,155690,23185,605,22580,163330,42735,1035,41705,70925,1450,69475,49670,1205,48465,0,0,0,155460,86875,1200,85675,58095,810,57285,10495,430,10065,0,0,0,88220,68830,770,68060,18035,200,17830,1355,40,1320,0,0,0,261945,247550,2015,245535,13780,105,13675,610,35,575,0,0,0,5003,7756,1999,586,59,587,1048,71,1043,1605,144,1606,564,77,571,2314,1317,111,1310,1360,47,1358,1363,128,1369,29,29,29,3212,2163,133,2141,1720,81,1730,1243,107,1236,29,29,29,2370,1973,112,1964,1426,66,1414,625,16,626,29,29,29,6836,6894,243,6952,1620,120,1644,714,56,718,29,29,29,5831,3331,1532,238,1541,1604,307,1621,2807,533,2776,1077,179,1101,2606,1382,269,1313,1993,309,1938,1526,264,1462,29,29,29,2885,2435,254,2413,1671,246,1668,554,163,547,29,29,29,2268,2061,199,2048,1055,89,1044,257,30,256,29,29,29,3553,3449,297,3423,829,78,825,166,35,161,29,29,29
2013thru2017,040,04000US26,Michigan,26,3888645,2760155,194255,19725,640,19090,33720,600,33120,117285,1600,115685,23525,610,22920,240410,105260,1215,104040,75775,550,75230,59375,420,58960,0,0,0,433955,295745,1825,293920,104255,525,103730,33955,135,33820,0,0,0,291870,240365,975,239390,45285,50,45235,6220,4,6215,0,0,0,1599660,1530780,4075,1526705,61890,100,61790,6990,30,6960,0,0,0,1128490,303415,44170,1015,43150,33485,585,32900,193810,3790,190025,31950,1335,30615,210290,48450,820,47625,101100,1640,99460,60740,1885,58855,0,0,0,231945,139980,2540,137435,79280,1025,78255,12685,1315,11370,0,0,0,111580,97985,1230,96750,11910,240,11670,1690,200,1490,0,0,0,271255,262340,2740,259600,7425,520,6910,1490,365,1125,0,0,0,8346,11276,2560,758,137,725,1012,141,1002,1830,253,1809,792,155,730,2715,1769,187,1770,1604,161,1581,1371,111,1377,23,23,23,3995,3105,253,3084,1831,100,1815,1027,65,1036,23,23,23,3096,2739,183,2746,1179,36,1181,431,10,432,23,23,23,8779,8697,432,8731,1360,45,1358,460,31,458,23,23,23,6407,3069,1289,214,1286,1125,180,1133,2726,462,2684,1124,220,1127,3203,1342,161,1318,2310,336,2296,1704,307,1627,23,23,23,3372,2258,392,2296,1967,219,1987,755,241,752,23,23,23,2342,2028,228,2061,840,113,816,256,113,225,23,23,23,3327,3347,366,3298,624,206,590,234,129,199,23,23,23
2013thru2017,040,04000US27,Minnesota,27,2153200,1542040,91860,14560,480,14080,19205,395,18810,50990,545,50450,7105,115,6990,133445,65720,505,65210,37530,185,37345,30195,170,30025,0,0,0,227380,154335,740,153595,57415,130,57285,15630,45,15585,0,0,0,175300,144310,560,143755,27360,60,27300,3625,4,3625,0,0,0,914060,874935,1675,873260,35325,60,35265,3795,4,3795,0,0,0,611160,169580,32160,750,31410,29205,460,28745,100125,3020,97100,8095,400,7695,122780,39275,735,38545,59695,710,58985,23810,1020,22790,0,0,0,123615,88795,870,87925,29995,480,29510,4825,270,4555,0,0,0,63220,56645,415,56235,5805,140,5670,765,95,670,0,0,0,131965,128390,845,127545,3020,130,2890,560,90,470,0,0,0,5381,6700,1517,569,93,560,714,170,680,1094,135,1087,426,39,429,2020,1131,94,1131,1199,64,1195,1008,52,1001,20,20,20,2176,1873,135,1869,1381,42,1381,683,22,684,20,20,20,2175,1948,98,1931,920,43,921,278,20,279,20,20,20,5817,5545,201,5539,1006,31,1010,381,2,379,20,20,20,3526,2589,1141,162,1097,1051,145,1058,2243,427,2215,578,104,565,2300,1426,152,1415,1629,202,1608,1116,199,1057,20,20,20,1905,1793,170,1786,1206,171,1185,421,106,417,20,20,20,1419,1399,142,1406,571,74,569,191,69,186,20,20,20,2062,2007,168,2032,384,61,373,168,56,162,20,20,20
2013thru2017,040,04000US28,Mississippi,28,1103515,751650,63310,10665,660,10005,10775,105,10670,31320,580,30745,10550,390,10160,73195,38535,530,38005,18360,240,18120,16300,95,16210,0,0,0,113380,78465,595,77870,24830,175,24655,10085,85,10000,0,0,0,69760,55900,285,55610,11915,80,11835,1950,0,1950,0,0,0,432000,411880,1420,410460,17915,45,17870,2200,4,2200,0,0,0,351865,90155,16265,360,15900,9290,125,9165,50430,855,49575,14175,415,13760,63030,19795,510,19285,23530,275,23255,19705,775,18930,0,0,0,66125,34300,520,33775,28020,295,27725,3805,125,3675,0,0,0,34315,29010,275,28735,5115,40,5075,190,65,130,0,0,0,98240,95270,830,94435,2745,140,2605,225,50,180,0,0,0,4102,5393,1836,832,199,803,712,70,706,1245,202,1230,715,202,677,1871,1370,173,1374,892,90,901,913,60,913,30,30,30,2081,1900,166,1923,1207,91,1199,848,59,848,30,30,30,1937,1547,120,1551,901,60,894,306,30,306,30,30,30,4202,4199,276,4208,930,45,932,319,3,318,30,30,30,3569,2510,1159,130,1157,730,77,742,1711,239,1693,818,141,804,1528,892,218,855,1198,114,1204,1059,243,978,30,30,30,1856,1308,145,1305,1372,131,1359,545,81,528,30,30,30,1378,1224,121,1229,620,34,620,113,76,83,30,30,30,2548,2528,185,2533,408,83,411,115,49,111,30,30,30
2013thru2017,040,04000US29,Missouri,29,2386205,1597325,105460,15810,780,15035,20930,340,20590,56590,925,55660,12125,440,11690,141075,70975,925,70045,40305,280,40025,29795,140,29655,0,0,0,256815,179125,1505,177620,60840,180,60660,16845,70,16780,0,0,0,177090,149940,730,149210,23595,50,23540,3560,0,3560,0,0,0,916885,881640,2380,879265,31620,105,31515,3625,4,3615,0,0,0,788880,195365,28080,875,27205,26735,565,26170,120970,2775,118195,19575,865,18710,146640,41380,755,40625,73650,925,72720,31615,1525,30090,0,0,0,178760,122435,1400,121035,51120,635,50485,5205,455,4750,0,0,0,82660,75920,875,75040,5865,35,5830,880,310,570,0,0,0,185450,181595,1360,180230,3125,195,2930,730,125,605,0,0,0,6823,8713,1919,815,156,782,881,103,855,1504,162,1511,734,128,724,2037,1567,199,1592,1332,111,1336,1201,67,1193,26,26,26,3250,2703,243,2721,1620,86,1614,820,60,820,26,26,26,2386,2159,153,2133,993,25,995,372,26,372,26,26,26,6954,6944,317,6915,1164,49,1174,425,10,425,26,26,26,5636,2368,1161,201,1144,1110,205,1103,2429,408,2422,1103,228,1048,2908,1474,152,1496,2047,217,2006,1276,401,1221,26,26,26,3128,2750,243,2760,1537,206,1506,548,155,496,26,26,26,2336,2209,219,2177,532,36,535,215,139,176,26,26,26,3100,3087,257,3099,411,94,383,159,78,143,26,26,26
2013thru2017,040,04000US30,Montana,30,419975,284170,21610,4295,185,4105,4335,70,4265,10835,170,10670,2150,55,2095,26930,14895,180,14715,6050,75,5980,5985,20,5965,0,0,0,46785,31445,285,31155,10880,100,10780,4460,30,4430,0,0,0,30900,24420,150,24270,5505,15,5495,975,45,930,0,0,0,157940,149005,570,148435,7730,4,7725,1210,4,1205,0,0,0,135805,32285,6585,285,6300,4245,120,4125,19235,465,18770,2215,75,2140,26360,8395,260,8135,12020,300,11725,5940,360,5580,0,0,0,31610,22460,320,22140,8075,90,7985,1075,180,895,0,0,0,13865,12535,250,12285,1135,15,1120,195,55,140,0,0,0,31690,30920,310,30615,610,15,595,155,0,155,0,0,0,2154,2252,719,374,70,362,420,41,414,590,64,602,259,38,254,718,562,74,565,423,58,422,481,31,487,23,23,23,1226,1131,90,1135,698,69,683,422,47,414,23,23,23,1090,993,78,992,424,14,419,165,49,170,23,23,23,2106,2131,144,2125,540,3,539,205,2,205,23,23,23,1775,1108,531,97,516,393,60,398,992,181,984,327,49,326,1072,591,104,600,715,129,698,552,135,519,23,23,23,1044,951,111,947,700,82,687,234,104,220,23,23,23,890,802,108,762,283,27,279,94,63,77,23,23,23,1147,1127,118,1114,186,24,183,94,23,94,23,23,23
2013thru2017,040,04000US31,Nebraska,31,748405,494190,29195,4700,90,4615,6060,70,5990,15705,220,15485,2730,50,2680,40785,20085,95,19990,12585,55,12530,8110,25,8085,0,0,0,79000,56525,230,56295,18215,50,18165,4260,85,4175,0,0,0,55765,48340,175,48165,6630,25,6605,800,10,790,0,0,0,289445,280425,755,279670,8075,4,8070,940,50,895,0,0,0,254215,59570,9375,465,8910,9360,225,9135,35750,1490,34265,5080,245,4830,49630,17095,575,16525,24820,545,24270,7715,665,7045,0,0,0,60645,46250,970,45280,12835,185,12650,1560,350,1210,0,0,0,29060,27565,265,27300,1215,0,1215,280,90,190,0,0,0,55315,54300,580,53720,755,105,650,260,85,180,0,0,0,2214,3270,916,362,36,360,441,38,442,685,73,680,320,49,322,865,641,38,635,622,22,623,491,25,495,22,22,22,1425,1351,82,1339,741,32,738,364,92,358,22,22,22,1162,1107,59,1098,482,23,487,154,11,152,22,22,22,2749,2803,153,2798,499,11,501,167,54,161,22,22,22,2631,1443,604,148,584,623,86,608,1169,224,1163,487,102,472,1191,667,143,675,1060,167,1067,574,155,561,22,22,22,1609,1494,237,1459,755,93,750,247,113,242,22,22,22,1091,1111,98,1115,228,22,228,91,46,76,22,22,22,1339,1325,155,1304,169,59,152,78,39,65,22,22,22
