county,state,county_state,income_group,shortage
St. Mary's County,Maryland,"St. Mary's County, MD",r_gap3050,465
St. Tammany Parish,Louisiana,"St. Tammany Parish, LA",r_gap3050,1525
Stafford County,Kansas,"Stafford County, KS",r_gap3050,0
Stafford County,Virginia,"Stafford County, VA",r_gap3050,795
Stanislaus County,California,"Stanislaus County, CA",r_gap3050,9455
Stanley County,South Dakota,"Stanley County, SD",r_gap3050,0
Stanly County,North Carolina,"Stanly County, NC",r_gap3050,335
Stanton County,Kansas,"Stanton County, KS",r_gap3050,0
Stanton County,Nebraska,"Stanton County, NE",r_gap3050,15
Stark County,Illinois,"Stark County, IL",r_gap3050,0
Stark County,North Dakota,"Stark County, ND",r_gap3050,0
Stark County,Ohio,"Stark County, OH",r_gap3050,2340
Starke County,Indiana,"Starke County, IN",r_gap3050,25
Starr County,Texas,"Starr County, TX",r_gap3050,90
Staunton city,Virginia,"Staunton city, VA",r_gap3050,155
Ste. Genevieve County,Missouri,"Ste. Genevieve County, MO",r_gap3050,235
Stearns County,Minnesota,"Stearns County, MN",r_gap3050,1080
Steele County,Minnesota,"Steele County, MN",r_gap3050,0
Steele County,North Dakota,"Steele County, ND",r_gap3050,0
Stephens County,Georgia,"Stephens County, GA",r_gap3050,40
Stephens County,Oklahoma,"Stephens County, OK",r_gap3050,190
Stephens County,Texas,"Stephens County, TX",r_gap3050,0
Stephenson County,Illinois,"Stephenson County, IL",r_gap3050,0
Sterling County,Texas,"Sterling County, TX",r_gap3050,0
Steuben County,Indiana,"Steuben County, IN",r_gap3050,111
Steuben County,New York,"Steuben County, NY",r_gap3050,220
Stevens County,Kansas,"Stevens County, KS",r_gap3050,0
Stevens County,Minnesota,"Stevens County, MN",r_gap3050,0
Stevens County,Washington,"Stevens County, WA",r_gap3050,110
Stewart County,Georgia,"Stewart County, GA",r_gap3050,30
Stewart County,Tennessee,"Stewart County, TN",r_gap3050,6
Stillwater County,Montana,"Stillwater County, MT",r_gap3050,0
Stoddard County,Missouri,"Stoddard County, MO",r_gap3050,0
Stokes County,North Carolina,"Stokes County, NC",r_gap3050,35
Stone County,Arkansas,"Stone County, AR",r_gap3050,110
Stone County,Missouri,"Stone County, MO",r_gap3050,240
Stone County,Mississippi,"Stone County, MS",r_gap3050,0
Stonewall County,Texas,"Stonewall County, TX",r_gap3050,0
Storey County,Nevada,"Storey County, NV",r_gap3050,25
Story County,Iowa,"Story County, IA",r_gap3050,1080
Strafford County,New Hampshire,"Strafford County, NH",r_gap3050,1310
Stutsman County,North Dakota,"Stutsman County, ND",r_gap3050,0
Sublette County,Wyoming,"Sublette County, WY",r_gap3050,0
Suffolk city,Virginia,"Suffolk city, VA",r_gap3050,895
Suffolk County,Massachusetts,"Suffolk County, MA",r_gap3050,12975
Suffolk County,New York,"Suffolk County, NY",r_gap3050,10880
Sullivan County,Indiana,"Sullivan County, IN",r_gap3050,120
Sullivan County,Missouri,"Sullivan County, MO",r_gap3050,24
Sullivan County,New Hampshire,"Sullivan County, NH",r_gap3050,270
Sullivan County,New York,"Sullivan County, NY",r_gap3050,440
Sullivan County,Pennsylvania,"Sullivan County, PA",r_gap3050,0
Sullivan County,Tennessee,"Sullivan County, TN",r_gap3050,910
Sully County,South Dakota,"Sully County, SD",r_gap3050,0
Summers County,West Virginia,"Summers County, WV",r_gap3050,40
Summit County,Colorado,"Summit County, CO",r_gap3050,195
Summit County,Ohio,"Summit County, OH",r_gap3050,2045
Summit County,Utah,"Summit County, UT",r_gap3050,0
Sumner County,Kansas,"Sumner County, KS",r_gap3050,0
Sumner County,Tennessee,"Sumner County, TN",r_gap3050,1065
Sumter County,Alabama,"Sumter County, AL",r_gap3050,0
Sumter County,Florida,"Sumter County, FL",r_gap3050,50
Sumter County,Georgia,"Sumter County, GA",r_gap3050,125
Sumter County,South Carolina,"Sumter County, SC",r_gap3050,1050
Sunflower County,Mississippi,"Sunflower County, MS",r_gap3050,245
Surry County,North Carolina,"Surry County, NC",r_gap3050,0
Surry County,Virginia,"Surry County, VA",r_gap3050,25
Susquehanna County,Pennsylvania,"Susquehanna County, PA",r_gap3050,195
Sussex County,Delaware,"Sussex County, DE",r_gap3050,975
Sussex County,New Jersey,"Sussex County, NJ",r_gap3050,1060
Sussex County,Virginia,"Sussex County, VA",r_gap3050,0
Sutter County,California,"Sutter County, CA",r_gap3050,1795
Sutton County,Texas,"Sutton County, TX",r_gap3050,30
Suwannee County,Florida,"Suwannee County, FL",r_gap3050,230
Swain County,North Carolina,"Swain County, NC",r_gap3050,0
Sweet Grass County,Montana,"Sweet Grass County, MT",r_gap3050,0
Sweetwater County,Wyoming,"Sweetwater County, WY",r_gap3050,0
Swift County,Minnesota,"Swift County, MN",r_gap3050,0
Swisher County,Texas,"Swisher County, TX",r_gap3050,90
Switzerland County,Indiana,"Switzerland County, IN",r_gap3050,65
Talbot County,Georgia,"Talbot County, GA",r_gap3050,5
Talbot County,Maryland,"Talbot County, MD",r_gap3050,715
Taliaferro County,Georgia,"Taliaferro County, GA",r_gap3050,0
Talladega County,Alabama,"Talladega County, AL",r_gap3050,210
Tallahatchie County,Mississippi,"Tallahatchie County, MS",r_gap3050,0
Tallapoosa County,Alabama,"Tallapoosa County, AL",r_gap3050,215
Tama County,Iowa,"Tama County, IA",r_gap3050,0
Taney County,Missouri,"Taney County, MO",r_gap3050,655
Tangipahoa Parish,Louisiana,"Tangipahoa Parish, LA",r_gap3050,2100
Taos County,New Mexico,"Taos County, NM",r_gap3050,140
Tarrant County,Texas,"Tarrant County, TX",r_gap3050,19730
Tate County,Mississippi,"Tate County, MS",r_gap3050,85
Tattnall County,Georgia,"Tattnall County, GA",r_gap3050,0
Taylor County,Florida,"Taylor County, FL",r_gap3050,0
Taylor County,Georgia,"Taylor County, GA",r_gap3050,30
Taylor County,Iowa,"Taylor County, IA",r_gap3050,0
Taylor County,Kentucky,"Taylor County, KY",r_gap3050,245
Taylor County,Texas,"Taylor County, TX",r_gap3050,1380
Taylor County,Wisconsin,"Taylor County, WI",r_gap3050,0
Taylor County,West Virginia,"Taylor County, WV",r_gap3050,15
Tazewell County,Illinois,"Tazewell County, IL",r_gap3050,70
Tazewell County,Virginia,"Tazewell County, VA",r_gap3050,125
Tehama County,California,"Tehama County, CA",r_gap3050,1070
Telfair County,Georgia,"Telfair County, GA",r_gap3050,0
Teller County,Colorado,"Teller County, CO",r_gap3050,125
Tensas Parish,Louisiana,"Tensas Parish, LA",r_gap3050,0
Terrebonne Parish,Louisiana,"Terrebonne Parish, LA",r_gap3050,870
Terrell County,Georgia,"Terrell County, GA",r_gap3050,197
Terrell County,Texas,"Terrell County, TX",r_gap3050,0
Terry County,Texas,"Terry County, TX",r_gap3050,26
Teton County,Idaho,"Teton County, ID",r_gap3050,0
Teton County,Montana,"Teton County, MT",r_gap3050,9
Teton County,Wyoming,"Teton County, WY",r_gap3050,0
Texas County,Missouri,"Texas County, MO",r_gap3050,0
Texas County,Oklahoma,"Texas County, OK",r_gap3050,140
Thayer County,Nebraska,"Thayer County, NE",r_gap3050,0
Thomas County,Georgia,"Thomas County, GA",r_gap3050,560
Thomas County,Kansas,"Thomas County, KS",r_gap3050,25
Thomas County,Nebraska,"Thomas County, NE",r_gap3050,10
Throckmorton County,Texas,"Throckmorton County, TX",r_gap3050,0
Thurston County,Nebraska,"Thurston County, NE",r_gap3050,15
Thurston County,Washington,"Thurston County, WA",r_gap3050,3560
Tift County,Georgia,"Tift County, GA",r_gap3050,495
Tillamook County,Oregon,"Tillamook County, OR",r_gap3050,301
Tillman County,Oklahoma,"Tillman County, OK",r_gap3050,0
Tioga County,New York,"Tioga County, NY",r_gap3050,185
Tioga County,Pennsylvania,"Tioga County, PA",r_gap3050,35
Tippah County,Mississippi,"Tippah County, MS",r_gap3050,25
Tippecanoe County,Indiana,"Tippecanoe County, IN",r_gap3050,2135
Tipton County,Indiana,"Tipton County, IN",r_gap3050,31
Tipton County,Tennessee,"Tipton County, TN",r_gap3050,265
Tishomingo County,Mississippi,"Tishomingo County, MS",r_gap3050,0
Titus County,Texas,"Titus County, TX",r_gap3050,0
Todd County,Kentucky,"Todd County, KY",r_gap3050,0
Todd County,Minnesota,"Todd County, MN",r_gap3050,55
Todd County,South Dakota,"Todd County, SD",r_gap3050,0
Tolland County,Connecticut,"Tolland County, CT",r_gap3050,635
Tom Green County,Texas,"Tom Green County, TX",r_gap3050,1170
Tompkins County,New York,"Tompkins County, NY",r_gap3050,1160
Tooele County,Utah,"Tooele County, UT",r_gap3050,40
Toole County,Montana,"Toole County, MT",r_gap3050,0
Toombs County,Georgia,"Toombs County, GA",r_gap3050,25
Torrance County,New Mexico,"Torrance County, NM",r_gap3050,24
Towner County,North Dakota,"Towner County, ND",r_gap3050,0
Towns County,Georgia,"Towns County, GA",r_gap3050,115
Traill County,North Dakota,"Traill County, ND",r_gap3050,0
Transylvania County,North Carolina,"Transylvania County, NC",r_gap3050,270
Traverse County,Minnesota,"Traverse County, MN",r_gap3050,0
Travis County,Texas,"Travis County, TX",r_gap3050,20855
Treasure County,Montana,"Treasure County, MT",r_gap3050,4
Trego County,Kansas,"Trego County, KS",r_gap3050,4
Trempealeau County,Wisconsin,"Trempealeau County, WI",r_gap3050,19
Treutlen County,Georgia,"Treutlen County, GA",r_gap3050,0
Trigg County,Kentucky,"Trigg County, KY",r_gap3050,60
Trimble County,Kentucky,"Trimble County, KY",r_gap3050,0
Trinity County,California,"Trinity County, CA",r_gap3050,254
Trinity County,Texas,"Trinity County, TX",r_gap3050,145
Tripp County,South Dakota,"Tripp County, SD",r_gap3050,0
Troup County,Georgia,"Troup County, GA",r_gap3050,760
Trousdale County,Tennessee,"Trousdale County, TN",r_gap3050,95
Trumbull County,Ohio,"Trumbull County, OH",r_gap3050,205
Tucker County,West Virginia,"Tucker County, WV",r_gap3050,0
Tulare County,California,"Tulare County, CA",r_gap3050,7445
Tulsa County,Oklahoma,"Tulsa County, OK",r_gap3050,5210
Tunica County,Mississippi,"Tunica County, MS",r_gap3050,260
Tuolumne County,California,"Tuolumne County, CA",r_gap3050,545
Turner County,Georgia,"Turner County, GA",r_gap3050,90
Turner County,South Dakota,"Turner County, SD",r_gap3050,0
Tuscaloosa County,Alabama,"Tuscaloosa County, AL",r_gap3050,2160
Tuscarawas County,Ohio,"Tuscarawas County, OH",r_gap3050,430
Tuscola County,Michigan,"Tuscola County, MI",r_gap3050,95
Twiggs County,Georgia,"Twiggs County, GA",r_gap3050,4
Twin Falls County,Idaho,"Twin Falls County, ID",r_gap3050,585
Tyler County,Texas,"Tyler County, TX",r_gap3050,56
Tyler County,West Virginia,"Tyler County, WV",r_gap3050,52
Tyrrell County,North Carolina,"Tyrrell County, NC",r_gap3050,0
Uinta County,Wyoming,"Uinta County, WY",r_gap3050,0
Uintah County,Utah,"Uintah County, UT",r_gap3050,0
Ulster County,New York,"Ulster County, NY",r_gap3050,2170
Umatilla County,Oregon,"Umatilla County, OR",r_gap3050,695
Unicoi County,Tennessee,"Unicoi County, TN",r_gap3050,125
Union County,Arkansas,"Union County, AR",r_gap3050,375
Union County,Florida,"Union County, FL",r_gap3050,10
Union County,Georgia,"Union County, GA",r_gap3050,34
Union County,Iowa,"Union County, IA",r_gap3050,70
Union County,Illinois,"Union County, IL",r_gap3050,0
Union County,Indiana,"Union County, IN",r_gap3050,0
Union County,Kentucky,"Union County, KY",r_gap3050,55
Union County,Mississippi,"Union County, MS",r_gap3050,155
Union County,North Carolina,"Union County, NC",r_gap3050,775
Union County,New Jersey,"Union County, NJ",r_gap3050,9415
Union County,New Mexico,"Union County, NM",r_gap3050,14
Union County,Ohio,"Union County, OH",r_gap3050,81
Union County,Oregon,"Union County, OR",r_gap3050,320
Union County,Pennsylvania,"Union County, PA",r_gap3050,90
Union County,South Carolina,"Union County, SC",r_gap3050,50
Union County,South Dakota,"Union County, SD",r_gap3050,5
Union County,Tennessee,"Union County, TN",r_gap3050,15
Union Parish,Louisiana,"Union Parish, LA",r_gap3050,0
Upshur County,Texas,"Upshur County, TX",r_gap3050,234
Upshur County,West Virginia,"Upshur County, WV",r_gap3050,35
Upson County,Georgia,"Upson County, GA",r_gap3050,135
Upton County,Texas,"Upton County, TX",r_gap3050,7
Utah County,Utah,"Utah County, UT",r_gap3050,4355
Uvalde County,Texas,"Uvalde County, TX",r_gap3050,0
Val Verde County,Texas,"Val Verde County, TX",r_gap3050,0
Valdez-Cordova Census Area,Alaska,"Valdez-Cordova Census Area, AK",r_gap3050,0
Valencia County,New Mexico,"Valencia County, NM",r_gap3050,40
Valley County,Idaho,"Valley County, ID",r_gap3050,45
Valley County,Montana,"Valley County, MT",r_gap3050,0
Valley County,Nebraska,"Valley County, NE",r_gap3050,0
Van Buren County,Arkansas,"Van Buren County, AR",r_gap3050,46
Van Buren County,Iowa,"Van Buren County, IA",r_gap3050,0
Van Buren County,Michigan,"Van Buren County, MI",r_gap3050,0
Van Buren County,Tennessee,"Van Buren County, TN",r_gap3050,0
Van Wert County,Ohio,"Van Wert County, OH",r_gap3050,80
Van Zandt County,Texas,"Van Zandt County, TX",r_gap3050,135
Vance County,North Carolina,"Vance County, NC",r_gap3050,610
Vanderburgh County,Indiana,"Vanderburgh County, IN",r_gap3050,1645
Venango County,Pennsylvania,"Venango County, PA",r_gap3050,100
Ventura County,California,"Ventura County, CA",r_gap3050,12850
Vermilion County,Illinois,"Vermilion County, IL",r_gap3050,0
Vermilion Parish,Louisiana,"Vermilion Parish, LA",r_gap3050,99
Vermillion County,Indiana,"Vermillion County, IN",r_gap3050,29
Vernon County,Missouri,"Vernon County, MO",r_gap3050,191
Vernon County,Wisconsin,"Vernon County, WI",r_gap3050,84
Vernon Parish,Louisiana,"Vernon Parish, LA",r_gap3050,350
Victoria County,Texas,"Victoria County, TX",r_gap3050,770
Vigo County,Indiana,"Vigo County, IN",r_gap3050,765
Vilas County,Wisconsin,"Vilas County, WI",r_gap3050,0
Vinton County,Ohio,"Vinton County, OH",r_gap3050,0
Virginia Beach city,Virginia,"Virginia Beach city, VA",r_gap3050,5740
Volusia County,Florida,"Volusia County, FL",r_gap3050,7670
Wabash County,Illinois,"Wabash County, IL",r_gap3050,0
Wabash County,Indiana,"Wabash County, IN",r_gap3050,130
Wabasha County,Minnesota,"Wabasha County, MN",r_gap3050,29
Wabaunsee County,Kansas,"Wabaunsee County, KS",r_gap3050,0
Wadena County,Minnesota,"Wadena County, MN",r_gap3050,0
Wagoner County,Oklahoma,"Wagoner County, OK",r_gap3050,240
Wahkiakum County,Washington,"Wahkiakum County, WA",r_gap3050,69
Wake County,North Carolina,"Wake County, NC",r_gap3050,8595
Wakulla County,Florida,"Wakulla County, FL",r_gap3050,81
Waldo County,Maine,"Waldo County, ME",r_gap3050,145
Walker County,Alabama,"Walker County, AL",r_gap3050,610
Walker County,Georgia,"Walker County, GA",r_gap3050,0
Walker County,Texas,"Walker County, TX",r_gap3050,900
Walla Walla County,Washington,"Walla Walla County, WA",r_gap3050,430
Wallace County,Kansas,"Wallace County, KS",r_gap3050,0
Waller County,Texas,"Waller County, TX",r_gap3050,101
Wallowa County,Oregon,"Wallowa County, OR",r_gap3050,104
Walsh County,North Dakota,"Walsh County, ND",r_gap3050,0
Walthall County,Mississippi,"Walthall County, MS",r_gap3050,19
Walton County,Florida,"Walton County, FL",r_gap3050,0
Walton County,Georgia,"Walton County, GA",r_gap3050,345
Walworth County,South Dakota,"Walworth County, SD",r_gap3050,0
Walworth County,Wisconsin,"Walworth County, WI",r_gap3050,635
Wapello County,Iowa,"Wapello County, IA",r_gap3050,0
Ward County,North Dakota,"Ward County, ND",r_gap3050,55
Ward County,Texas,"Ward County, TX",r_gap3050,25
Ware County,Georgia,"Ware County, GA",r_gap3050,294
Warren County,Georgia,"Warren County, GA",r_gap3050,49
Warren County,Iowa,"Warren County, IA",r_gap3050,120
Warren County,Illinois,"Warren County, IL",r_gap3050,0
Warren County,Indiana,"Warren County, IN",r_gap3050,0
Warren County,Kentucky,"Warren County, KY",r_gap3050,1095
Warren County,Missouri,"Warren County, MO",r_gap3050,0
Warren County,Mississippi,"Warren County, MS",r_gap3050,155
Warren County,North Carolina,"Warren County, NC",r_gap3050,135
Warren County,New Jersey,"Warren County, NJ",r_gap3050,840
Warren County,New York,"Warren County, NY",r_gap3050,375
Warren County,Ohio,"Warren County, OH",r_gap3050,655
Warren County,Pennsylvania,"Warren County, PA",r_gap3050,5
Warren County,Tennessee,"Warren County, TN",r_gap3050,264
Warren County,Virginia,"Warren County, VA",r_gap3050,0
Warrick County,Indiana,"Warrick County, IN",r_gap3050,245
Wasatch County,Utah,"Wasatch County, UT",r_gap3050,116
Wasco County,Oregon,"Wasco County, OR",r_gap3050,341
Waseca County,Minnesota,"Waseca County, MN",r_gap3050,55
Washakie County,Wyoming,"Washakie County, WY",r_gap3050,0
Washburn County,Wisconsin,"Washburn County, WI",r_gap3050,0
Washington County,Alabama,"Washington County, AL",r_gap3050,0
Washington County,Arkansas,"Washington County, AR",r_gap3050,1650
Washington County,Colorado,"Washington County, CO",r_gap3050,5
Washington County,Florida,"Washington County, FL",r_gap3050,0
Washington County,Georgia,"Washington County, GA",r_gap3050,185
Washington County,Iowa,"Washington County, IA",r_gap3050,0
Washington County,Idaho,"Washington County, ID",r_gap3050,95
Washington County,Illinois,"Washington County, IL",r_gap3050,25
Washington County,Indiana,"Washington County, IN",r_gap3050,195
Washington County,Kansas,"Washington County, KS",r_gap3050,0
Washington County,Kentucky,"Washington County, KY",r_gap3050,0
Washington County,Maryland,"Washington County, MD",r_gap3050,800
Washington County,Maine,"Washington County, ME",r_gap3050,10
Washington County,Minnesota,"Washington County, MN",r_gap3050,1450
Washington County,Missouri,"Washington County, MO",r_gap3050,0
Washington County,Mississippi,"Washington County, MS",r_gap3050,560
Washington County,North Carolina,"Washington County, NC",r_gap3050,5
Washington County,Nebraska,"Washington County, NE",r_gap3050,0
Washington County,New York,"Washington County, NY",r_gap3050,625
Washington County,Ohio,"Washington County, OH",r_gap3050,0
Washington County,Oklahoma,"Washington County, OK",r_gap3050,185
Washington County,Oregon,"Washington County, OR",r_gap3050,9406
Washington County,Pennsylvania,"Washington County, PA",r_gap3050,0
Washington County,Rhode Island,"Washington County, RI",r_gap3050,1290
Washington County,Tennessee,"Washington County, TN",r_gap3050,1810
Washington County,Texas,"Washington County, TX",r_gap3050,390
Washington County,Utah,"Washington County, UT",r_gap3050,1270
Washington County,Virginia,"Washington County, VA",r_gap3050,325
Washington County,Vermont,"Washington County, VT",r_gap3050,345
Washington County,Wisconsin,"Washington County, WI",r_gap3050,490
Washington Parish,Louisiana,"Washington Parish, LA",r_gap3050,104
Washita County,Oklahoma,"Washita County, OK",r_gap3050,29
Washoe County,Nevada,"Washoe County, NV",r_gap3050,6975
Washtenaw County,Michigan,"Washtenaw County, MI",r_gap3050,3155
Watauga County,North Carolina,"Watauga County, NC",r_gap3050,395
Watonwan County,Minnesota,"Watonwan County, MN",r_gap3050,25
